date,record_id,net_profit,revenue,operating_cash_flow,accounts_receivable,dso,budgeted_amount,actual_spend,budget_accuracy_score,internal_csat_score,opex_ratio
2027-05-19,FIN01184,1436328.858141471,734655.2310821912,785059.2377606069,8934275.874063516,42.04075202236925,3020596.3310371917,4704190.300248247,96.1499188222992,4.316001035081984,0.7823612088869921
2027-05-20,FIN01184,569685.9215588954,4327689.489061405,507994.6059275672,5457556.48704761,44.075994695959594,4207131.04275072,3701087.358654224,93.29916585528379,4.738896744957618,0.7684588295994931
2027-05-21,FIN01184,648102.7761785629,6385339.060744975,810384.9910683004,6274202.910020136,56.653246029836424,3025236.3578171465,3979966.143668201,101.86298365051083,4.065847965110062,0.8139269019067518
2027-05-22,FIN01184,1386012.657178056,4437799.598846158,515856.90924519766,4428643.018422699,59.20574397423999,1819777.7911169133,4278486.125037127,93.58020796390541,4.733678279076977,0.7494907897171177
2027-05-23,FIN01184,898260.4576280984,2598796.6213075197,532406.7373940547,5839269.072812495,57.7249800354805,2582726.1453134236,2430754.2237889864,95.18891719876517,4.923999529505254,0.7604858074385356
2027-05-24,FIN01184,709038.0025706002,1375235.5323057391,609405.5670257105,2780588.1169904657,60.51023200264931,2229929.131802698,1340754.0263061717,94.07517774195472,4.515202215645145,0.6854713990618105
2027-05-25,FIN01184,1340935.6474536543,2502007.03262319,389448.1178702162,3137191.933298968,43.461589825028234,4836830.36841834,2800452.1176059954,96.39509591098238,4.505098860093249,0.7555415596818517
2027-05-26,FIN01184,796995.0140296904,4197786.69650968,422385.21000807325,1437788.5196445212,32.28292338533353,4020605.751981666,5294046.352161922,93.3618371698499,4.767949355576717,0.7642947269916553
2027-05-27,FIN01184,514969.80135006504,5658268.079508512,572323.7411256399,8521661.243313607,36.68142847317103,6722495.1668401025,3368989.7065978,92.79925050984345,5.052864471507369,0.6379984812274914
2027-05-28,FIN01184,991873.5346352508,4020851.3860558197,780924.2823487028,5974694.312545516,51.63197971055993,3070183.247794801,3624761.8944698474,96.49109482303471,4.683893903167765,0.7776516299291721
2027-05-29,FIN01184,1868929.7958971774,3527537.7219770313,556596.0226242325,6803315.139982449,35.81391404510454,0.0,2238974.8853611113,91.3248139172657,4.7318508661083545,0.7572219283383962
2027-05-30,FIN01184,564646.3505189242,3653381.6569757066,687627.3763789573,4189230.1659763358,35.23811092374347,1524743.0326092606,2975338.4915083745,90.69669394509852,4.713787118229261,0.7459116671943727
2027-05-31,FIN01184,1546014.0037433107,5173296.965413155,627741.7874144643,5665858.377039479,68.09058281279408,3246248.224990758,2893266.096905015,98.8367327568665,4.589486148497344,0.8004150842104572
2027-06-01,FIN01184,502952.08218479087,4878289.918897496,312375.77953391237,4865424.733783932,47.076721315130676,3533439.6088198326,1968489.2313599258,95.8657071186971,4.1552899140211785,0.7624056252479595
2027-06-02,FIN01184,1411480.106713262,3165437.44820741,429979.45611432544,6823154.7674058825,47.6584309966096,1724350.349691835,3403633.7468912597,94.59616080235281,4.457271580637113,0.7489643081661447
2027-06-03,FIN01184,807790.5978320681,4656786.656574689,373871.9031374983,9785720.747878332,52.61962008160188,1064659.6245488708,3360144.91200796,95.2109977475205,4.421529525926463,0.756912143636017
2027-06-04,FIN01184,276805.35721779056,2707843.02435146,621243.2650363644,1982600.3121000496,40.16786208875097,1521903.1104110884,2189875.949615574,95.26573408794611,4.73354631266028,0.7211883404565105
2027-06-05,FIN01184,552984.0541316511,709532.3039078554,657777.5249736338,2946294.607326021,37.934810518142186,4477007.336192485,5001748.690571757,93.41046238279117,4.1342847374331395,0.711911611725518
2027-06-06,FIN01184,809488.7160261833,5647592.6373417545,504422.406949593,3479783.210261454,30.824573330156998,4172045.2836281145,3571683.6983927106,98.29372906856436,4.338619848918914,0.8197065395719122
2027-06-07,FIN01184,1649008.00970711,2993354.5480366205,681954.9423136638,3337309.978798964,44.08885366810391,1761162.9057002773,3037014.1183169736,91.32487946909075,4.417934327425883,0.8503113188752269
2027-06-08,FIN01184,914647.9045175064,4240571.722251872,193945.22452867357,4115031.8597429846,45.07188227839015,2070111.0071228733,3262983.8305687592,99.93506903190787,4.329324679139168,0.7008438562084784
2027-06-09,FIN01184,1152507.4984018882,706636.4122201693,896894.0418833692,6449485.315283133,49.5898331878181,4266528.25953626,2477720.096212097,96.5679504489266,4.462632563509888,0.8477561357255228
2027-06-10,FIN01184,861737.4416540635,4457267.61286743,627410.1747755553,6318239.097586657,48.613221012851994,794677.2555123693,2239980.1364269555,94.52876520790589,4.992808569611565,0.6918888840640641
2027-06-11,FIN01184,929169.723628816,1834381.347132883,512343.64075020497,8037585.127251314,32.79382672020909,1538687.149722571,2982338.716191382,93.67074403433791,4.957269243873448,0.7382937747591178
2027-06-12,FIN01184,348969.03137819143,3399604.457580152,821381.4786175448,6297812.933924049,37.97289448626799,4254144.72442276,2642154.0307549876,94.62559931648883,4.8917002276176245,0.6546060213050625
2027-06-13,FIN01184,700484.6360517148,4012287.963183004,488577.6009051313,4452882.7064743135,58.89707663040835,3675649.691347806,400425.4459870495,94.16361319813556,4.546684505318348,0.7600663420971236
2027-06-14,FIN01184,1184018.101388548,3660349.025327957,741897.4266799038,4501342.296915541,44.67427767909765,2996519.374811268,2280602.648107539,91.60692224226358,4.55788517020788,0.8028182627946907
2027-06-15,FIN01184,1514438.6189416586,1951662.6227902665,865769.2257590002,5362601.750489644,42.667935739454144,2393985.8892331943,3644189.0891117337,96.93553183524814,4.547634430441666,0.751092822512196
2027-06-16,FIN01184,850889.8908823935,4806806.26299897,775534.1540819964,5317616.492949489,33.63681242524314,5375781.891770358,5000592.833362693,91.44191261223764,4.5046971469210115,0.7673389746112019
2027-06-17,FIN01184,722870.8150112127,4756950.236319499,724938.9878890859,4081153.5643980056,36.05750723950959,2834503.7471070364,2659070.538157509,90.32399509167261,4.348574827795304,0.7484231758202143
2027-06-18,FIN01184,366802.92964158184,2997906.6270246585,633560.2500663234,3541852.912653847,50.88360421603571,3320647.5554334447,2974840.140779272,95.19255436168439,4.307007368301615,0.7446586644848967
2027-06-19,FIN01184,1478535.0935268304,4086794.983352091,641236.9501256081,2212231.29910251,32.35405459740094,1395664.2301784067,1621948.1709775615,91.86549179593713,4.509447348545795,0.7975739540055923
2027-06-20,FIN01184,586550.851656135,3859701.7576929117,413882.66364010493,0.0,43.935388217449606,4868638.948642245,3969982.995020875,96.202415500201,4.656449771336494,0.7453891334690448
2027-06-21,FIN01184,615861.6912966918,3143969.2408490474,964021.7249520819,3327440.3609917713,33.754281111716246,3303938.7066502264,901169.1806679387,95.07498375279657,4.402448112791412,0.6419452010140385
2027-06-22,FIN01184,1264044.2548430853,3674422.602608978,516756.15136761195,3494279.0126027963,33.38387246341394,1048107.9656420646,893085.074563731,96.27530285849603,5.0314289830753145,0.6813374884331435
2027-06-23,FIN01184,1414812.8548220228,1791812.92641028,608044.9378154507,6150384.5922329975,55.362697310971754,3204919.7347709225,1339803.7678052024,93.8675293330359,4.76753917336461,0.7030501003157059
2027-06-24,FIN01184,556849.5193096616,3450588.8070901316,287233.9046121815,6273083.133983959,40.92368966606973,4353063.292219702,3937930.9080928196,97.08000460672324,4.497810844884938,0.7990315736231159
2027-06-25,FIN01184,796707.4265874134,2419931.561971421,507273.8118831072,5784135.774609975,35.41997550669522,4667560.836326644,5096831.974051958,94.76881949660876,5.1820448679280355,0.7126158028123498
2027-06-26,FIN01184,1031595.0988202149,3243250.53860805,781079.9052757373,1535826.1509087682,46.02400252265419,2956198.290035061,2567798.05255113,94.74735222825365,4.568440649435263,0.8060484726321807
2027-06-27,FIN01184,1882115.7200930458,5708378.702135602,842646.6141999578,5034990.1156612765,36.636019210968264,2251605.595779086,2513000.9758839253,97.0719529477606,4.416990314738498,0.7043486156173928
2027-06-28,FIN01184,286034.71857791534,3167378.342739362,706489.3065635253,729920.2286257795,39.667982911413716,1727470.2252695786,2044035.989691496,88.891796093766,4.904553666017385,0.8156010467683427
2027-06-29,FIN01184,1172873.5642274457,2540544.4716802184,348638.71885414276,4105882.641108585,38.70438728682174,2608883.347617952,3036348.214615685,99.02991584734409,4.583274116819789,0.7341295482600592
2027-06-30,FIN01184,910866.6967669472,4031175.6192694884,596164.019018225,3450130.5108887935,49.992851433025066,2259543.977584589,380605.4301032191,90.91678843059411,4.473856830997258,0.7533911242315282
2027-07-01,FIN01184,878749.9862832708,3855587.946837858,659328.0165417214,4192451.4944264246,54.840551295752874,2682724.90324067,2856382.2910862057,92.97226669903952,5.146945981497508,0.677434127057263
2027-07-02,FIN01184,754582.4910784271,2009370.4984334449,436846.21144825715,6641541.136086961,56.62679470640245,2094614.505885463,4179200.922458999,95.81286192369583,4.658517777016438,0.7512800648976596
2027-07-03,FIN01184,1182245.6897561012,5618819.322626554,724227.0289211837,3343197.3356399713,50.34089575591645,3401869.2856233893,3504216.1337604383,93.08663046042956,5.094766016329408,0.7226313302345537
2027-07-04,FIN01184,250742.67122202832,2826163.221933934,660387.0443385572,9507152.787716663,35.29270801778231,3646796.0511283847,3779407.2169117914,95.38806599358573,4.2501168777350316,0.7206147715379323
2027-07-05,FIN01184,846292.6456442793,3644804.0426992755,624042.5593513165,4179881.8363111643,35.47985410316775,2168570.650641661,4427555.9844429325,89.47408039912105,4.6868759828673525,0.7318279969241562
2027-07-06,FIN01184,375252.194159831,971076.9145210586,749511.4534717163,1418035.2789549967,43.01587133150428,3835670.870283874,5170092.925152019,93.94007361274653,3.824922454809348,0.7658718489176869
2027-07-07,FIN01184,757981.9064983494,2782549.403427392,334991.51173112565,5043690.321989712,37.05570753878351,3098907.923599646,2418197.4381862367,91.0885601783039,4.829972052812161,0.8285460936316729
2027-07-08,FIN01184,782558.075940327,3334548.7085980116,696705.893011703,3995483.6890088203,39.66336751086372,3950928.3013288653,3570312.3114379854,95.17852501493553,4.635515842650848,0.7413821422503621
2027-07-09,FIN01184,712802.7856139395,776767.1708966708,554061.684161843,4285460.684872553,43.45126333171293,2833380.277236412,2529804.7102397154,92.12246397150712,4.911366929566512,0.7178932027979377
2027-07-10,FIN01184,737611.4138456816,2371835.925458143,877235.4728979717,0.0,39.94173675582874,2724480.610595269,2725853.0944480463,91.64522262124785,4.456562960868792,0.7916320052545945
2027-07-11,FIN01184,320311.4766555772,6584864.819685416,866343.188586294,4873385.902033288,57.019378736503526,3645710.0742353825,2219906.8299792423,100.89451375032547,4.822270058031796,0.6947205742151032
2027-07-12,FIN01184,859324.5316909346,3424599.1328069884,840628.8913228606,2747428.921573377,36.30975701248886,5899672.76048121,2234171.8008152405,91.37545257497307,4.635710897763881,0.6647150055313794
2027-07-13,FIN01184,283723.35142195073,4113205.307980541,302526.1268208814,1481077.2026325255,51.77899083373749,1501200.514183363,5141816.953648541,92.60006043203806,4.828101252436064,0.6674153554823996
2027-07-14,FIN01184,1531959.166628286,4820819.975116676,1027129.9177995616,6486614.663579702,46.69895320735928,2917824.901483575,2828155.095479732,91.78100763150614,4.564496923622146,0.6918198163584854
2027-07-15,FIN01184,867393.052305363,4017950.207307451,626315.4814500321,3641467.539009833,29.866558626483727,3259218.508795158,2378167.325451957,90.93586748532708,4.838406673034541,0.8204386189717325
2027-07-16,FIN01184,1643554.3135003308,4356149.066997818,744656.3056229498,4856019.890644472,58.023622919436946,2934532.461547137,3313312.717879839,93.34762286507598,4.964340973195428,0.7372857799381198
2027-07-17,FIN01184,865529.2231854185,2235400.8541402426,98878.88466806116,7251525.1501053935,33.84326288764409,4448652.203153424,6747029.48723982,94.37513910760893,4.6651982109905665,0.8388334972622161
2027-07-18,FIN01184,523307.84615963214,124179.59174027015,1207414.3205528944,9584152.619656999,45.061127133030595,5345623.580173768,4014596.532878341,93.71403394428712,4.47564958721917,0.7578538685340697
2027-07-19,FIN01184,1208868.3028980526,3973524.1636445695,443508.89925517864,6419881.07245489,42.76858181184611,2827576.725906771,4273442.681633367,93.70056045862434,4.314563500666389,0.7050315595513557
2027-07-20,FIN01184,801911.8045364268,5861451.868209356,422574.4644141299,8763618.887262054,54.623566601965116,2873786.7507870467,5418230.909055953,94.73969648721662,4.6939031463292356,0.7111874769661274
2027-07-21,FIN01184,1007704.077507978,4793497.034274647,375802.1663182762,11315244.998684686,38.95282220120349,1969425.211497779,1311260.6904325197,99.2429219894378,4.649081289533759,0.7983578080126877
2027-07-22,FIN01184,975803.3629903749,3386392.230300289,506869.86501569976,5549393.553254314,41.3617326402535,1665340.0552303547,3112805.4160563056,90.58452548553939,4.506232878228619,0.8675234482109891
2027-07-23,FIN01184,480901.6382317685,4058559.4469233514,534054.2887371164,5755725.730353929,42.627192723427726,4067481.306868419,2882500.0943208146,90.10210227459955,4.657231509674538,0.7131021480497409
2027-07-24,FIN01184,1169650.9761203423,3704065.2494299114,688166.3701396933,1912039.4360014698,46.96299287368558,3593518.702060031,2640999.6412036065,92.08060695611279,4.645271919330502,0.7690800402371931
2027-07-25,FIN01184,718284.1575651462,3805031.0272224946,670792.146187754,2739494.6921997396,48.33377569729438,3184209.2393914117,3423963.5269350116,92.67076280376867,4.127931971900835,0.6833384892514663
2027-07-26,FIN01184,458845.7497027271,910628.5661183,449712.833803733,3136698.6881434275,54.82840726139561,3836459.125610037,2933279.1846553013,95.27499032315333,4.276226927101211,0.7322788480066091
2027-07-27,FIN01184,1007512.6978217774,2113507.658974686,388406.88718440133,2585620.56526218,43.673287291013565,2740621.5188453235,3256557.0925680567,94.93034929979795,4.808473396885173,0.7190868505260536
2027-07-28,FIN01184,951213.7740468783,4176030.8996882397,905056.3685350639,1950346.7359140096,43.6773836927861,1475164.2011756776,2861889.2734602913,96.04814497771801,4.3327022165397295,0.7579883839263518
2027-07-29,FIN01184,873460.2363385642,3180362.295125079,852815.165710181,3810063.448167482,51.96760249023305,4230837.818715343,2313728.215807734,99.20974657515806,4.764424492204149,0.7183891800266942
2027-07-30,FIN01184,1405994.504602887,3749054.0722661833,817816.1673428192,8652358.474149356,38.944459384156914,3837801.9113529827,2164560.7292546383,92.56458341741443,4.21509267768439,0.7209293210570318
2027-07-31,FIN01184,1133178.6191412024,2727986.0226132814,743894.9366445323,0.0,40.175459260957254,3239854.3691200167,3400670.051252533,89.50466025182257,4.521306862236915,0.721610982946408
2027-08-01,FIN01184,238753.5050989054,3156836.143150696,738346.2988991021,3379904.8538420657,42.57488205589946,2870097.6308089895,3757664.410479152,96.69785710853202,4.825032585267354,0.7378779439177867
2027-08-02,FIN01184,1251474.8273885504,720833.9508336056,807321.6221964892,2929113.138841114,45.36142087622601,1568272.4351793043,4017234.0057413448,93.52777928762129,4.868645906770738,0.7369325811501222
2027-08-03,FIN01184,1145891.2155562576,2379389.8063370017,287646.9907426223,0.0,46.296232379460776,2278358.838481762,3272687.859546159,92.43611585842841,5.00815021324458,0.6972691189521785
2027-08-04,FIN01184,823542.5895650906,4109489.320877578,811114.9214416366,5147574.519914378,36.55986085523908,5120521.2200962715,2464837.912093096,91.92281336920365,4.298909448069166,0.6512263512195834
2027-08-05,FIN01184,616291.1069941251,2509799.679169693,329630.5519515451,5642412.297976437,45.555143632968964,3341642.2411545413,2828701.5290232333,97.77295796278574,4.294630753305374,0.7644539450598262
2027-08-06,FIN01184,809075.7625172164,3564044.154138776,1059258.0476854052,2876658.2673948286,55.29050933147575,4395463.9576130025,3093576.408014132,94.05556362509543,4.53286882554584,0.8384703926162773
2027-08-07,FIN01184,622681.883069363,4311164.026863295,588236.6042620899,243503.93077481072,52.97249003596519,3961115.0997993723,1577866.8379622619,92.93229849016663,4.202353989534744,0.7742385257766059
2027-08-08,FIN01184,259730.43277676625,2367566.711844997,357165.1482568539,1452403.911040415,47.78730750811574,623363.19444633,3424378.609951715,91.23277206038478,4.37445206090879,0.801689797138664
2027-08-09,FIN01184,1251215.1813052753,3335538.5474600187,678112.434547929,5953513.164260587,44.63672053787812,1476295.3110139575,3251999.488018308,98.14646407473484,4.99578024404862,0.7323030317866064
2027-08-10,FIN01184,1818862.1846080362,2096247.5263211965,680888.1388978248,0.0,38.896974921836986,2699183.439373236,5855057.086101756,91.90308475503656,5.159794588753968,0.7664595634422874
2027-08-11,FIN01184,1419685.2263051015,2196485.4715793077,442565.8289136981,6186808.162992677,41.88736872206074,5270527.034030894,4355260.083170226,96.73361813536707,4.178565907857755,0.6428091455961621
2027-08-12,FIN01184,327699.0344206937,3196579.0099580274,775376.072304127,2874202.2260161676,52.914651757853875,3383683.6126885824,3359922.1383341225,96.91372816127172,4.509548358028194,0.8076521693118933
2027-08-13,FIN01184,1244556.355644094,3613888.740668648,730744.8562103352,4489930.898452423,37.60289874143348,3918076.3108634343,4736315.222595918,92.20682889096366,4.132518926984821,0.7391412608296085
2027-08-14,FIN01184,774181.9263429343,4168709.0119080273,880275.047423289,4031938.8540976075,37.914684635685795,1305762.3293479087,1831619.8915353876,96.174953439187,4.467817169570577,0.7669412489082726
2027-08-15,FIN01184,409478.7881901338,3221789.5642225007,1064081.093823049,4671738.686277629,49.49930572094868,3632546.7943093115,1501170.539627647,95.28729038300628,4.6932871059577765,0.7313141613190076
2027-08-16,FIN01184,805021.0274974541,3700814.619468189,527702.4338874725,3017291.3537214966,51.137190533850045,4320933.461646182,2714570.9889832153,92.93400862761867,4.7086759803722185,0.8282102749163162
2027-08-17,FIN01184,453417.3287189609,1986917.8176775482,618812.8810131281,2893479.7944482868,57.50088416333566,3429049.336179501,2355846.0527015515,97.01583375753309,4.758391003087796,0.7253456042532749
2027-08-18,FIN01184,497108.55107833166,1898904.6515499053,465722.952402657,118046.04418579303,55.298948404410666,4578233.131129933,1464181.209676943,93.27845995127386,4.6827752980544215,0.7079082904571162
2027-08-19,FIN01184,542732.3433978737,2502068.594412471,532513.9023672449,5517221.465316957,54.145308939862694,2090407.5584655954,2679834.6059806463,100.99929759684198,4.665663062995186,0.7610030046456546
2027-08-20,FIN01184,755851.9248526474,3869403.6528971875,847767.0498440289,1826843.2400219394,58.95394202872519,1606982.059540328,4010982.106309564,93.5862856987981,4.537898143930513,0.7575311898610395
2027-08-21,FIN01184,167293.14358065114,3095813.0733900336,525753.9374549214,5621873.524853609,50.62324248027269,2199581.140883892,3509894.272713932,91.77497168583515,4.169453133596674,0.8083004864630509
2027-08-22,FIN01184,929808.2931520957,3571398.41248268,521996.7999390507,6890747.091733415,41.360948605761465,4356222.776725999,2183228.1083290223,90.18820611037901,4.781815241102419,0.7543731136718786
2027-08-23,FIN01184,1045926.4965062905,5226875.835864693,875877.8594193886,0.0,53.75814767084167,4709269.967702832,5033927.9452706445,91.17055617093578,4.611405092270833,0.8183154052099224
2027-08-24,FIN01184,741554.2619746116,3578808.5592980348,676362.1157437217,10867882.621666042,45.37753834476938,4804440.061235335,2263520.100792801,95.74171758918209,4.667586151258648,0.7574791831641293
2027-08-25,FIN01184,1151613.1249639913,2804438.8131664777,940627.8546966461,4977498.701992087,38.73337311015994,3740497.6114158304,2240479.644929669,97.25070711152253,4.7662581361499745,0.7704322427657251
2027-08-26,FIN01184,859728.1013407193,4813212.022665884,831849.8052926612,2831740.4525519116,57.00413937092978,5352081.871290834,2157528.933191877,97.00789596701502,4.395373100693756,0.7610629493535579
2027-08-27,FIN01184,885955.7454933106,1343199.8392556643,798132.0012149947,1471952.6624407126,58.770491622723,5916157.769575395,6142581.363715777,95.21612709029766,4.518095044934591,0.773684960369175
2027-08-28,FIN01184,414621.1547321483,2081064.566656746,842060.0868306465,2935121.848931971,52.46837095744238,3294847.3257882297,5368026.40266511,95.36997431010013,5.1795338877685815,0.7045484857614073
2027-08-29,FIN01184,544713.1455819369,3286757.811276677,771073.069952371,6192211.5398650095,51.71187703403184,2343642.168280204,2342851.886311447,97.73728747667309,4.837074258738087,0.7649552903157258
2027-08-30,FIN01184,845285.4249679662,3037837.9873078363,705964.3317203106,3709338.891409369,41.639561295980194,3832553.3493313133,3185212.8621334787,89.7917270824209,4.6731806801376745,0.601131034370426
2027-08-31,FIN01184,798577.91551829,1751473.5378878252,595330.5949504516,2964660.3793582967,49.16650276633724,4591343.836148199,2500959.251406516,93.51405152245982,4.7455579923535876,0.7039892301367312
2027-09-01,FIN01184,432796.24990805506,4537245.132365044,667643.3244331569,0.0,48.38650965694989,4069010.7098568925,2905168.900989821,93.66260410043017,4.12482427678806,0.6574403130086027
2027-09-02,FIN01184,250750.10982337839,3730054.6353059886,467166.96552635496,6744488.0741329705,47.59239975193764,2697523.7922383547,3206061.6457028445,95.5669583033624,4.432358559834469,0.757165559995461
2027-09-03,FIN01184,1165896.3180412445,1861757.3579636426,650633.0005945273,1875289.0242375983,35.96633753989628,1121091.011951443,72766.34964670753,94.79253980262223,4.573960852286792,0.7986096010229501
2027-09-04,FIN01184,870881.7307949789,3510169.753555715,711941.8631716454,5159688.404027097,37.96605413872689,5069252.976442605,2392402.878789601,96.21553585079504,4.796022668487404,0.7517308940914834
2027-09-05,FIN01184,1150129.46194675,0.0,709369.9769513457,7731568.626757493,47.08283498303877,5490299.570452133,3149143.3896318628,94.93498520085448,4.489296800145908,0.7490638625491637
2027-09-06,FIN01184,728932.7134726058,3058489.2621368193,505105.1617593041,3100840.89165713,33.92718801647804,4873188.866424807,1744705.8744333265,97.13147947471498,4.876962195876798,0.735169486004115
2027-09-07,FIN01184,1201117.4244345198,4687290.661750661,836316.1937971533,6922289.252970449,41.894246554840414,3693774.6198045067,1930773.7131207336,93.77532985116711,4.7742652919621005,0.7475472336104444
2027-09-08,FIN01184,1570032.3469956252,3539511.896870384,695500.1797512948,1493956.4780811113,46.874342201986295,2610980.0050912574,6217312.2550441595,94.93916242714378,4.447446244598513,0.7380560283680305
2027-09-09,FIN01184,393881.44889249175,5000778.752043905,645474.6774049876,7831152.660806242,45.50123264342771,2853261.4862825302,1486339.1115672702,94.2129614973337,4.664051126567217,0.7249224355130454
2027-09-10,FIN01184,779498.6212835306,3669011.3762386646,903200.8106673092,6486557.635168918,42.67362665390185,2367951.351623702,1936615.2800314655,101.44968353308654,4.448172059333894,0.7672865526640495
2027-09-11,FIN01184,822238.6845212574,3359384.959677061,660579.82037278,2155644.7813564986,41.89426226584432,2758584.412669125,2515109.411534642,93.76889275468025,4.776025460165932,0.717936829288424
2027-09-12,FIN01184,1012679.2125559007,1546041.294173341,730961.5003059364,6428561.22173648,50.33417091902356,1965592.6300270678,4757643.483136648,93.78168179277033,4.76389072180266,0.843943987819333
2027-09-13,FIN01184,856950.2036797506,4604613.4493753165,409814.23748863407,6062044.372661367,44.32281072814363,3706660.525424898,3257534.623862998,96.27675054939591,4.443216835535941,0.7513944400290374
2027-09-14,FIN01184,332534.34077596164,4086876.344754475,532144.7050045143,6539153.208061531,42.48592823341819,2659963.759844352,4495705.518926668,91.08418935584403,4.407722079311241,0.8691707926132755
2027-09-15,FIN01184,655337.8477631578,1048241.4292844485,856525.623945664,2109845.7115397393,56.18785677796832,2570953.444218079,641424.0263630655,97.1877539776262,3.8791957103999417,0.7640047642505556
2027-09-16,FIN01184,642140.3812218307,6137230.368496141,558394.9757291018,6403826.044923913,44.971971513811596,3745391.8349982724,888578.9224539679,95.97624031901678,4.81627138212377,0.7026978645501637
2027-09-17,FIN01184,773418.0538614714,2290354.0576284374,823832.6644109598,6329471.572364533,31.486261764185112,5090657.321615614,3493452.210940349,96.53763291669571,4.956983932996521,0.719144595909179
2027-09-18,FIN01184,835506.0910925326,507654.9219553815,830592.0273108956,4239288.026994418,26.74464308295427,3196188.6733411816,4993442.426707247,93.6325955015271,4.194565373036289,0.7459379406491465
2027-09-19,FIN01184,1006174.0900570618,2853774.2085875603,1169066.8069472397,4415471.64387238,37.14839886988945,2097880.109503313,1209856.963270933,93.58835594197402,5.16230584073614,0.8029452130166346
2027-09-20,FIN01184,509621.6226306879,4130750.1994501855,601667.7247336215,3677694.2451643776,52.50559310269959,552182.3486633431,5356822.359835463,95.2566070929972,4.99336960697977,0.7223907257289901
2027-09-21,FIN01184,932235.1971998661,1050148.6587696227,337347.23240617005,2016199.2803940973,45.26801666454339,1980896.6393229924,975109.642349836,92.98290184193706,4.610511110205288,0.7300743080454372
2027-09-22,FIN01184,1241849.0849498308,3565003.5899642836,1062081.8476949069,3271161.90826504,48.02864618099856,1307831.2897371652,1657519.0862465468,93.71077969790099,5.059592440045453,0.6472880340752334
2027-09-23,FIN01184,1249472.4129776126,1477281.4002052967,736240.5377979823,5040702.9922713,59.75953867858157,787433.1178733311,3268027.903616174,93.84529281698624,4.446377261575239,0.6967440759221795
2027-09-24,FIN01184,245543.5647948028,1198451.744852981,533384.6515196457,4521097.811797144,28.866439837118367,1641388.0518763484,4099032.8281301633,92.60313846140546,4.443406296608875,0.7723366967771395
2027-09-25,FIN01184,1516980.6940272474,2540221.287920712,744532.1590549342,1305258.7604469745,29.41730899634856,2600085.239567547,2590468.2258790857,91.27709903482314,4.7367132007044646,0.6851737016519295
2027-09-26,FIN01184,1118058.1127421912,619183.6159137315,275619.2235074543,0.0,55.588148887527254,1460320.6461731112,3725882.4888823912,99.83422947692323,4.607344805771303,0.766535800199559
2027-09-27,FIN01184,658056.644996945,2333213.62448824,703220.9565366716,1401399.562328759,37.20221782627259,4765540.734426481,5974443.94813682,92.92845144196015,4.649088833459058,0.8271621428640923
2027-09-28,FIN01184,909686.0296854498,2214279.733874013,589563.370711884,332726.2262897752,56.65015685916036,3922176.6107761045,144453.98584431922,94.69739436109086,4.112582265436776,0.7597805801448271
2027-09-29,FIN01184,1726382.354367388,5008061.617301111,804527.5602360108,7779198.892792792,52.882764298587254,4200065.2214147,2415798.002759811,94.43846596502927,4.542500454236465,0.6843917223454918
2027-09-30,FIN01184,1326833.4511356615,6890335.855249163,692346.2705178951,5602932.458454257,44.91690658011,6513489.778659379,3753294.703092213,94.9483993995459,4.66073655583136,0.7940586253369274
2027-10-01,FIN01184,1185611.6684833085,2305150.5677406956,374537.6975115608,4736362.485148205,56.517569118627726,4136404.304954511,5429365.484360261,93.09446582197876,5.099671627108563,0.7477052379769382
2027-10-02,FIN01184,41965.6706334491,1455147.368125605,862676.2608054014,1810624.069897355,39.90442325205509,2120499.5717260954,1766989.9910907699,93.8805129020772,4.118682563076397,0.8489360683252807
2027-10-03,FIN01184,1201775.948047319,3799739.035540221,578472.3387229558,5585024.85134652,40.746383489584225,1620150.7281980957,3624148.9552133963,95.11196282254103,4.655622064647385,0.821846883992899
2027-10-04,FIN01184,1246916.1743489164,2314993.1908397926,637320.5107088664,5055353.250424152,55.97208971692525,5625760.474818177,3683079.8136524395,93.67224658809162,4.42505065862048,0.7188817493154959
2027-10-05,FIN01184,1211215.7560090334,1360034.2487106137,893293.5590781879,0.0,37.608333118691505,5902326.940598001,1532462.4691186743,99.39677708748465,4.359883731697253,0.6820610451333868
2027-10-06,FIN01184,1031903.1238009298,4126248.47153641,810025.6411461149,4681667.166746246,50.20177027511018,3632840.0219807853,2043675.4979090951,96.49705692809705,4.740966663479052,0.7053100445913054
2027-10-07,FIN01184,561567.9306115652,4396462.182384598,425480.088316542,6638183.698739204,38.763743141724454,1741351.748931249,3344759.3687233175,97.12914404269522,4.60619588815674,0.8280573839562063
2027-10-08,FIN01184,1326621.4651324847,1572004.714957194,968120.6427687561,2727104.530743841,56.94024020362187,2029556.6014084755,2326456.6197685767,91.80733981194064,4.59493448214805,0.8126113062971926
2027-10-09,FIN01184,1094428.4906054493,2122248.500592399,580452.928764378,1305872.3436371586,34.724300991953015,1329259.064522209,3930058.95601786,92.55328050913545,4.291154728222144,0.749621888865368
2027-10-10,FIN01184,910822.4918070794,4329198.006568044,662043.1111408222,7135367.342948137,47.37014128386461,4384292.273348029,3181196.1039415332,95.36235353459338,4.3625231976457535,0.760116062676668
