date,campaign_id,marketing_spend,new_customers,revenue_attributed,budgeted_spend,actual_spend,brand_awareness_index,lead_quality_score,leads,conversions,conversion_rate
2027-05-08,CMP01184,2054104.533720804,57.12433638797322,3443318.8836901532,2037676.634490342,1137596.1275256646,47.96422271179115,9.281318411461264,207.33440555388512,15.953956389726525,13.784820914538848
2027-05-09,CMP01184,1643265.3512200397,96.91969578590756,7813947.881729381,0.0,1556462.9056843913,51.501537779692214,7.710948635815883,58.858019881842594,50.139139967291,26.149333327878388
2027-05-10,CMP01184,1692671.569368037,84.12073013077477,2677562.9211348183,799801.1286646222,1288789.081509343,52.70162784081087,5.868969667554373,125.01135108077078,47.83151325667876,15.651377823988136
2027-05-11,CMP01184,1039410.2429706932,54.32614582193653,8595808.16885344,447043.2003764474,1760094.4653712616,71.69946330418323,7.464267436403393,158.39656869663975,37.770161078442115,26.224668659417837
2027-05-12,CMP01184,1699390.8367072386,28.730808522688744,4507170.273748062,1795614.984390859,591533.898233237,67.24492060250991,7.615067649122819,122.24627397347696,39.30868550619829,20.642950858305248
2027-05-13,CMP01184,1629155.1861939265,12.580925251228855,9150865.793498289,1866098.3444568128,1990757.150401142,68.96306385461699,8.095962085979236,74.25497924255025,23.699228594175715,17.48916159836275
2027-05-14,CMP01184,1579329.719254936,48.10591155495942,7537264.169614362,964209.6024579458,1846905.0141284184,82.10560328835497,5.7278180598393345,222.2462714572211,33.98948670330721,22.900457282924556
2027-05-15,CMP01184,1473666.8479030626,63.96241566771421,5377293.235355785,1611873.6230723655,1200065.007093385,70.61964875830542,7.009624442828777,111.69400795903864,34.85005477440613,24.877197836239276
2027-05-16,CMP01184,2098163.9883094206,67.5822781135682,4650438.554744756,320688.9022743795,630707.4840480906,76.0969770928983,7.050358137090366,239.02117845638313,50.919014566176266,31.14983878833771
2027-05-17,CMP01184,1259278.0166598237,45.97576862300378,6586727.114547986,1707027.3280775624,1119739.347439526,73.6843963821657,7.0303673195485965,65.94253416536539,59.96957435155248,25.27134300594403
2027-05-18,CMP01184,1288594.9965415737,14.747031920998367,5177360.007657361,880286.740288156,1444650.964474221,79.14201332881514,8.96832983761969,262.1032623084087,44.39821164104623,17.62074393660699
2027-05-19,CMP01184,1888848.2314124403,10.189308146128468,2917614.4453594955,972589.2586829616,1344931.695622858,89.3208493439588,7.882141843311741,150.54320890280002,21.783533580292172,24.780460184162653
2027-05-20,CMP01184,938583.3077442122,83.50888859721238,2770679.715011696,379082.0258047598,943967.6719079087,53.4500764734786,6.377554238315424,41.779668169742365,59.396294476852674,19.30352791133869
2027-05-21,CMP01184,1691675.8384457706,37.6531162474988,5997186.884684898,1516892.7739807847,2372733.6039747447,64.70835248202742,8.078575930499632,250.10490817654536,37.17641821492974,21.13667515384232
2027-05-22,CMP01184,717251.6635022936,77.65870893197503,6049319.8005516445,1086253.3205016567,1436421.3574860971,82.33285467702142,7.199754283557099,162.19433235838696,50.44128916352485,21.63149075142905
2027-05-23,CMP01184,1456503.3146127688,73.21371396853522,4449869.328062547,883883.3390422423,753285.9010291069,71.49142745960762,7.569860086774359,261.1842243375146,47.443985246797574,17.72832695830279
2027-05-24,CMP01184,1130713.647094272,80.78467145954934,6447622.843553454,1312288.7987722135,923053.5580111736,63.40683780063908,7.992486667872352,215.6074082352294,18.158311411518294,13.818357158876394
2027-05-25,CMP01184,1257144.9641153414,38.830911624835366,3867843.59980374,721032.4940218936,1063015.2504705712,70.25939925055553,6.903151680551826,135.66910331755298,29.698138837537996,19.863783051505536
2027-05-26,CMP01184,1160487.7234694788,17.393047897641445,7950284.481651749,1074094.6091548176,1632285.3621139764,61.53104032006644,9.16757470535976,262.5816467708604,21.225189822697494,13.287805662526246
2027-05-27,CMP01184,1247804.0572352584,78.37589280688789,9606585.718768476,2029802.2949581065,994320.2786689912,62.5756200630788,6.156443753244623,163.7451821474612,28.67711837901491,11.49251566025674
2027-05-28,CMP01184,1160759.367722978,78.29579698690331,0.0,1130274.6035707404,813630.0656919335,78.35417426393757,8.649125613871824,160.15903803298647,2.9692441847622817,18.473966716254992
2027-05-29,CMP01184,610685.405304787,53.44581173900055,6106143.405982039,974911.111654453,893683.3570457222,65.28947062540902,8.524003135318175,329.66623075317733,66.5705443842444,32.10920198432094
2027-05-30,CMP01184,1073926.8170693452,91.4836563585494,4994248.696351741,1124958.919115862,587105.2269808437,98.2121756690804,8.179414490848403,177.52238453241986,21.611782235945952,23.09188194936173
2027-05-31,CMP01184,1303317.840310885,1.09618864723236,6174723.7843870865,1142022.6245500909,1244374.179129328,84.7049201291191,9.746312661326886,151.44756824469482,31.24423730030331,12.094596695145006
2027-06-01,CMP01184,1190195.4142607478,31.003529183994814,4883840.085039796,1465499.8625898769,1052293.5507271893,97.02137463812016,7.090918127507798,108.11264408732886,27.300875523070825,14.562120840512549
2027-06-02,CMP01184,1631112.8728136723,19.030107463514284,1864365.063954845,2050518.631605492,1099263.055381029,87.17906007055305,5.914177606931999,164.04897475717522,58.93390267225905,27.68698683994562
2027-06-03,CMP01184,1913814.1700796804,88.33433094346208,3408076.15848253,1554388.980466938,1487828.2348365448,64.83169163225122,5.883600634375169,166.3756571133735,42.55944647318355,17.12650698356006
2027-06-04,CMP01184,1345321.601453599,63.10635030376433,8038701.672856739,1491308.2152997665,1039855.5908459564,70.54439824791851,6.055508775696588,117.16332469125184,36.22021544593497,16.444790102394727
2027-06-05,CMP01184,709771.5586497111,83.827812922938,9148303.305829383,1770491.6337594574,1052892.159953931,73.63323105980407,6.991066949646639,149.5235965916477,5.377161340737413,10.794744664304966
2027-06-06,CMP01184,1960144.3483686463,66.54935197255733,5605989.146685729,685656.6380292523,1125448.6827117978,92.8128597432302,8.18765841414335,190.1475007328895,31.377994823224487,22.649945620252005
2027-06-07,CMP01184,1152396.5578394344,78.7434501617493,4988206.044444882,239877.6551797802,393396.8338982533,76.53691186576181,9.119430547632222,145.46536519256895,41.73279521035006,14.608132764020224
2027-06-08,CMP01184,1610503.0160984444,67.68462041520282,4359864.166589225,1893947.3035745155,622086.566481566,95.3425433088995,9.287016703669126,91.11986552855684,21.990508720467663,19.008706947533508
2027-06-09,CMP01184,1202544.5622919148,55.00220934965232,972561.7354499148,1869048.2991471137,2260846.421494974,87.44389956967389,11.502140082195602,210.06581564320575,27.77767374211914,15.027678415421237
2027-06-10,CMP01184,1406793.699876915,67.40356715662979,1578316.515726163,1510851.0824115868,1227470.8532149338,82.77648480183075,6.872136515409618,191.3589929054565,35.17346797245518,13.815274548588064
2027-06-11,CMP01184,941417.0594771228,79.36310031010183,4725702.488677884,1946314.9857050683,1033076.8609328984,62.648337211944856,8.07379824603673,33.27721605163805,43.23518977936904,27.79479080145263
2027-06-12,CMP01184,1266906.4516887655,25.60658900051525,2101235.933884024,2395531.551488488,1543122.5008925754,82.00839571667592,8.081558478034195,216.74011477284895,31.66490613459434,29.75486885329181
2027-06-13,CMP01184,1915868.8610776076,72.66778171216507,3215999.2866596617,2183131.3716019485,1668764.8399906314,47.28967915507776,10.000961114069264,148.57818620827553,34.33094532096247,28.0739591332834
2027-06-14,CMP01184,1352457.7422878114,28.02249705750348,6221929.370750522,1692468.9132569418,749017.4278790609,60.6208149386017,8.68279681972684,153.0991119425367,65.44517609375792,15.403189032173987
2027-06-15,CMP01184,1285472.5944320175,57.35219144589359,4411562.837540931,1311720.6139020512,874085.6841706377,75.63853400006292,9.27332552667948,164.4973470506496,40.95960775523436,25.614689799124463
2027-06-16,CMP01184,1236933.5948437613,84.68637755316068,5105608.814841922,460119.8257392264,1318426.8340539662,78.81363858798753,7.548838305540559,98.8364900366735,52.73271018364332,8.120966791399843
2027-06-17,CMP01184,1074310.7597664609,70.22960402515307,7980608.874969941,1341910.94812415,809653.7814782308,80.53296227264084,5.9277136430828214,130.5184148121308,51.528376159214616,23.75422805425544
2027-06-18,CMP01184,1169380.2155155018,50.77996484117763,5617007.724307676,2393224.5599089293,2013514.4507416245,61.97366522865568,7.395054325798972,180.67443402769527,21.89836003763563,14.68010310831001
2027-06-19,CMP01184,1555441.7431607277,80.62951279813423,8414586.214007221,1744300.233904175,872854.8431665606,58.81697717347237,6.915279782853052,121.18434638880382,5.003471285908766,12.387353471238884
2027-06-20,CMP01184,856251.7873517725,73.60860248736918,3780169.71129293,1791729.962169994,1430300.9649578747,57.8650980656318,6.567810010601072,149.21591441538658,0.0,20.214452957639207
2027-06-21,CMP01184,721893.3608636871,105.68428585137248,3040056.73767362,1896088.8811420703,1355814.6533423036,67.50265827712977,8.268853993325457,241.72687744975977,14.802781499170138,22.67951474883571
2027-06-22,CMP01184,1262310.4598326485,50.14305455870406,7521157.294400062,1531198.2327411915,1759033.4203632823,53.4110549916965,6.916702671209513,130.7726325226474,42.579541837800214,20.0246879678142
2027-06-23,CMP01184,522956.4013676685,55.14204961563761,6755597.655712032,1554475.967727529,731253.0187085364,79.38204939186829,7.484729342009029,239.94944261583785,29.55850583444394,17.304220107986964
2027-06-24,CMP01184,1421752.6964937118,4.657115308694436,4483935.163962927,1579901.1877990582,464973.1552880443,73.90970865604596,9.364850382938869,224.9520788032678,6.580293025278628,18.282483453639724
2027-06-25,CMP01184,1086234.041128935,54.90531440626988,3274430.7012245,1770696.8605477978,1862071.1899193963,105.44591168656176,7.088586252825482,161.6847396783122,30.545745461132764,17.6167218927018
2027-06-26,CMP01184,724167.8380338685,22.32963092429234,6510961.268266044,1142597.3854515017,1055362.377598126,62.841379370341,8.441635217545537,194.73549398677807,0.0,24.34525607651266
2027-06-27,CMP01184,1012362.0188981942,52.18847846208127,4961632.13290186,1335645.0961169538,1219738.7704675165,62.42515427604483,8.180267881118873,117.83515945546245,76.30132028050492,12.892981328648077
2027-06-28,CMP01184,1400668.729280508,75.5340333714012,6652844.380480249,993110.8007316676,1621803.7283336243,74.09255522800404,7.151513470911305,165.52843089862927,44.31025448401066,6.789177757548158
2027-06-29,CMP01184,1051810.6008165055,34.96887807896415,1192899.051810888,1496336.1755843917,1386324.218329887,105.51521092162028,8.396319411478666,151.66811781375475,64.12542260778164,12.963335752620598
2027-06-30,CMP01184,1060581.852668427,10.926402914957356,1932829.2627275472,1053132.7762081055,991400.5501363887,66.98863427616112,8.983219204739394,244.01290440357863,32.691875159835305,21.654627458994504
2027-07-01,CMP01184,1403879.658201235,103.15232675637432,7551214.863165361,1331450.2159260772,1569161.2897384868,67.52288189680107,7.63922246338935,175.69350015248176,48.71351948365147,26.818416549097172
2027-07-02,CMP01184,555057.1974265976,57.66717292238981,7589155.457985929,1733867.6479908586,1267654.4058032215,72.88713117420261,9.131407894606705,227.69112420887788,19.639998485189025,19.479423957783855
2027-07-03,CMP01184,1316039.4551938854,0.0,4734516.5475402,1704324.7910584623,950540.140369142,73.08099892005403,6.882814835956028,194.6264999540346,41.09545843791414,6.582297336542819
2027-07-04,CMP01184,1420138.069262356,15.798304428262078,6197439.55430793,1336414.4421929824,795285.4974110054,69.8739160041516,6.928981461448824,178.49731284910172,30.102426925071647,16.020294517741895
2027-07-05,CMP01184,1025101.6034085548,59.39800428060727,1998723.1261759787,715737.0632842653,1185642.5284679562,92.85430415924316,9.294280662566724,176.0528941046404,63.479613492650074,13.135995493962556
2027-07-06,CMP01184,969978.2880246468,6.242496261922014,4505343.383846372,1020836.8105821608,1610300.8822624602,79.35642542365288,5.993885323659957,196.8178333128085,21.2155097307632,20.67807020051769
2027-07-07,CMP01184,1022969.4104486788,79.97292836821792,6533087.271096038,841411.158393719,1003180.4977199158,69.31759786858062,10.262186979172398,137.52237808743828,14.154585265035358,25.332345151220167
2027-07-08,CMP01184,1051478.365963949,84.45096309615127,5122732.303874034,764136.7769555688,735376.5305708183,93.38568001037429,8.975411562859897,272.33767872717107,20.667517568239568,20.099703867411108
2027-07-09,CMP01184,1042831.615570704,81.72857407904449,5503634.04127322,1355250.995881805,1285188.110939799,78.44895078254237,9.217929603311212,135.63195153580943,50.29322441558827,27.21697164805249
2027-07-10,CMP01184,1246296.2055495605,96.4758148748048,6910585.979011148,1363107.06618398,1685550.3187468378,50.555207722978366,7.916623331944738,119.76205353481951,62.46499988135385,8.622837494809477
2027-07-11,CMP01184,193075.12518901424,59.64492717918511,4706654.737082771,1770947.156419623,354729.0413031501,55.188123245167546,8.271274413221995,98.42258937949406,18.174164860366332,16.39011938400248
2027-07-12,CMP01184,272940.20857672824,99.75733503303609,6096952.903959043,452048.7568908739,1304014.6468707589,67.48584452708718,9.47650322447064,179.57875540727764,53.36050930501963,13.91308830753701
2027-07-13,CMP01184,1223392.2566835587,47.305069914773625,1156523.765853677,1580267.8404131443,146665.6752664314,91.98762367602215,7.185737468870317,158.30910056454294,35.210733587242196,19.639413375522164
2027-07-14,CMP01184,804818.1726833202,44.76517251059766,5438296.484637921,1141515.0678899058,1609265.2838271004,86.60192245683447,9.40779003406262,171.48864630458306,46.71726562262028,21.444214873711054
2027-07-15,CMP01184,551229.4622033373,23.127937217798923,8815095.629266063,855672.2396683141,1187599.4362202955,51.46722129965437,7.203334032190909,215.9674052943797,49.24043576827234,21.72338485522412
2027-07-16,CMP01184,1611956.1093226075,62.33408772858263,9643626.431595717,1027986.56647953,1584804.295355429,87.81703121975293,9.57605505343454,229.428598543233,40.117484916744154,20.048808349183044
2027-07-17,CMP01184,1037711.366159896,33.95163041320315,6077621.109810885,1673519.9657170083,1258875.9589608586,66.00016738425927,8.559611345291128,204.4423854146571,52.73675627996731,17.29757085961057
2027-07-18,CMP01184,1167059.162075656,49.733151867810264,7517223.861009241,835442.9362281653,1461053.5646501803,67.8006019104596,8.20757614573093,194.46750300062408,41.8999716659454,11.281144315297926
2027-07-19,CMP01184,1403692.2648469035,52.160294470196646,4027421.090660788,1603351.3148875155,1784324.496732356,83.435814659975,5.2019067555106275,70.12543608162078,20.00294909310211,15.741677645232013
2027-07-20,CMP01184,1582448.867042157,56.594183459026226,4947700.053860107,1470363.2921801405,1648104.411578219,73.25977043867348,7.877888147768333,107.72188834395764,26.09644736481908,23.02567363623956
2027-07-21,CMP01184,2003566.0562012596,51.75342363888063,5534057.297207673,1178387.4568444772,1488347.1249006656,64.33163434662399,7.733298394314441,301.09544753430026,29.191775643595484,23.68756635184053
2027-07-22,CMP01184,1084261.3790544174,52.88134977911281,4928546.806337103,1410636.0177801822,1433191.3498246,81.35760232141516,7.366692171296721,160.47551727241654,67.0099675383583,21.99971111148129
2027-07-23,CMP01184,1464104.2447203177,50.613693498693614,2431000.1888162764,1208446.1678312956,1110860.6521638734,93.4746430498346,7.180243808241115,133.94618304506145,13.002289591569529,30.1576977471088
2027-07-24,CMP01184,1360852.0315692984,32.44222708049253,3542973.1729215784,1567633.977519198,708944.6534504886,79.90380007615731,10.348910283878464,130.25472987490028,4.486290159648902,15.532776966897249
2027-07-25,CMP01184,785573.783687328,11.335030057319983,6898175.610679927,1572376.7035021202,597666.4899053243,61.490012451427766,8.712686753679264,112.60862646444993,19.27772352211632,8.911118105594074
2027-07-26,CMP01184,589832.0487369738,62.50508397437465,9867095.09102165,652653.2585540963,1275158.3137650732,79.02721260361095,6.554732578396328,177.18173315147698,40.50658619562352,16.371849153756084
2027-07-27,CMP01184,1670736.9020561452,56.01853525337862,5898529.531993168,1482089.1124999772,1096622.7066312702,70.76245627628892,9.12313183941722,296.00964450053226,70.92835634262336,25.70130572686261
2027-07-28,CMP01184,695723.663420504,50.663966109599386,4476772.096644124,1183080.0139783523,1906221.563865432,48.43315000150041,7.644319485953424,197.4519487903461,13.10119736859443,16.88427560992314
2027-07-29,CMP01184,691199.4997281443,20.9937070492918,7504042.759338034,1472670.8757011849,1428896.502275095,56.13974702765049,7.19901226729667,70.6618137828758,18.757655831557972,20.717546181751725
2027-07-30,CMP01184,726514.2957928034,17.086783276019453,6368811.884829001,1229789.20647322,1170319.2668600944,68.06795363675556,7.337031711164759,189.52722962107757,45.84220534773593,26.09744927070443
2027-07-31,CMP01184,1613678.1646690362,84.68354859303271,8426413.033253565,1514608.2505654383,1352650.1489781016,89.66840723595801,7.168334229102264,144.62847561057086,28.929514921873835,21.36126888504314
2027-08-01,CMP01184,664757.0639330928,82.2465415761174,6229099.200287332,2102312.6792984293,1226835.534915149,62.34340034407221,6.06736453928613,52.808569005785515,53.004648370742515,27.100919846308003
2027-08-02,CMP01184,1128197.8707275002,33.95090886652259,7997951.757442197,1557285.3635037187,1041109.605721554,68.8829951497233,6.795872624125631,225.40487840872092,36.79425511766009,14.686571624919493
2027-08-03,CMP01184,306764.0398938389,58.6250927984092,7364643.317775311,1258735.034194521,1068101.78581285,76.09285128669924,7.026687724784487,115.889455234677,47.460698752367975,21.879428241669817
2027-08-04,CMP01184,1563581.088857107,29.982588638665973,4126883.652910162,1544266.192501571,1555668.1200374763,76.44120716847468,7.434030344642408,174.6060826800506,46.49445437593049,21.44507883580908
2027-08-05,CMP01184,1640178.812231546,51.212053190938626,5981193.359905037,1858420.2042656357,1660469.565928055,73.38237706501307,5.910873666228029,159.52608312683827,59.61081026954375,19.890920410667565
2027-08-06,CMP01184,1467143.6890405368,69.24981260794986,4482012.70062491,2038082.4411465635,1070444.9987858057,68.47134814134002,8.18183025078056,248.7878143499084,66.09100387608116,18.230465363109985
2027-08-07,CMP01184,1977183.860507293,99.72971312379816,4276832.990125578,778822.5355376403,987958.5589019996,57.49812950041681,8.677453053930023,182.78848997753937,27.12448601713656,18.27224807459818
2027-08-08,CMP01184,1316201.6118100807,17.911821292559054,3725469.399327921,381941.4606925908,805344.32752894,73.55093916927609,7.849840757727756,250.47295220715992,43.548625233908794,17.011581644741156
2027-08-09,CMP01184,2096361.4265372204,72.79204630515144,8735125.86636981,913856.6946056637,1580331.753824561,70.33072068544391,7.404155128344206,246.3559501736279,4.960134318895133,20.087624762885188
2027-08-10,CMP01184,697173.0270330296,58.39618732446997,10339631.116294444,1611957.2054145022,1173104.0260225188,68.39545314406672,10.35236822323003,59.06673199260344,38.198669797377555,19.9575248552536
2027-08-11,CMP01184,1378151.471037807,51.37911139810025,8106013.299587373,1538262.096974057,1021497.9493065068,64.73801832366186,6.536285402401345,167.73435779530612,33.48738789982694,9.815864557277315
2027-08-12,CMP01184,1894860.9469790696,63.95781161981515,5992209.427758261,1398297.752441851,791358.494700548,47.60586943038672,8.650910280777632,202.36530965237952,48.51642195081263,12.334438022164104
2027-08-13,CMP01184,1386471.0562531163,72.7373557460327,8368442.234826261,1999199.0624678868,2226211.577175865,99.2558689107626,7.086858991889019,178.82781095181045,33.919634979815164,0.0
2027-08-14,CMP01184,2302550.368427943,52.78549031196635,7582813.290131459,1406142.3305962137,1402455.2880119013,87.83189590014621,8.522841825913538,165.1066919927587,44.56375007715266,20.55460473230857
2027-08-15,CMP01184,821615.7831878306,47.246633658629,8483962.442465348,1680171.2140079443,1545132.687373053,87.18998472101534,8.604474004975337,187.6010620813376,20.28882865912669,16.489592029520384
2027-08-16,CMP01184,953720.1371259288,73.3420843988263,7349231.198062656,1578670.4868221146,1743193.7499546292,73.47231952969287,8.800717918255065,291.54890282217985,22.675311829632196,11.833472539334716
2027-08-17,CMP01184,0.0,21.07328752183637,6456548.298230227,1221258.4250881746,686940.693834396,82.40508421215746,5.799419113127287,119.35471939706105,32.015592395814686,19.708636885202004
2027-08-18,CMP01184,1456474.307304853,23.869334405625963,6364133.776123302,550765.3051092455,1593014.6492839423,59.28862081432321,8.488523866251331,192.788402653584,31.45537096924243,21.795195304074884
2027-08-19,CMP01184,1379908.5740244878,79.26088670843662,4941324.3581648385,2115285.1344708614,818473.4769464586,76.13438548799958,8.015419813040776,97.12227369963249,28.44603539213795,25.729473179852377
2027-08-20,CMP01184,972008.0274574354,75.06295087437397,3651205.8499398017,1026778.8947519496,478683.7227703021,91.373900363327,9.760268526402914,242.453015842183,16.922011850400285,13.96174338994044
2027-08-21,CMP01184,1146574.5010760743,46.004864436229184,5665594.398765939,1756937.5012324834,583450.8541281254,52.88680849758424,7.351182657178443,269.24303419161726,63.97055995737666,21.95356035446664
2027-08-22,CMP01184,954896.815942638,58.85270981050779,5474196.492191748,2137198.4981757747,1937696.5285771615,89.91066162720571,9.414727304042946,134.632925641675,40.60580112254813,22.488125984796508
2027-08-23,CMP01184,761033.9480031037,66.43155629068235,5825656.474070098,2054823.967217146,2106463.750202041,91.65530357378556,7.09715779616362,162.1866998281783,46.72655335194736,20.883702761938373
2027-08-24,CMP01184,1702386.8288588836,92.80598743131928,7576988.838473971,1485310.8273240118,1049678.176466772,60.10488191184926,6.028329962097674,223.1193241357155,41.29804502080053,14.69183444191374
2027-08-25,CMP01184,1821534.197803415,51.70525219714503,4112687.2897436223,518065.30253552704,1590044.043120762,81.64343163573032,7.112259716608414,159.8213104586912,53.522526932968006,9.077353249202485
2027-08-26,CMP01184,1667464.940795173,64.99775325652672,6906476.7304024305,975530.9389659918,1135596.7414063143,66.56022460027877,8.639418497812038,99.8260817018576,35.48035835268319,9.111375445866422
2027-08-27,CMP01184,1377030.140249509,55.6200883407999,7518200.669725174,288318.6313924636,1749348.7770810816,70.97102719580364,5.989027017833597,361.7577853047834,31.196462043854623,27.45540205916452
2027-08-28,CMP01184,1354564.293056687,31.66800508419924,5152670.457735788,1452371.7918859909,862685.8029331169,88.25824969699548,9.480032726954253,222.28242446144537,29.666109692747728,21.762191380101054
2027-08-29,CMP01184,1227755.2163890274,90.79532648403946,3492507.1637286237,610630.9477838323,506531.2107513504,89.4189170398711,7.906175424053876,274.68710716779333,12.317516018426218,22.147993813076845
2027-08-30,CMP01184,1246498.4420668904,35.24357595830192,8936702.091059882,1476844.9774208784,1228538.688015286,51.95003963129112,8.229357927405056,112.76701851031824,41.727574167245585,8.927923024295218
2027-08-31,CMP01184,975337.1530623178,59.499665107150506,2225854.692090261,1336274.944462159,791633.2369929118,84.98318277243474,7.148150840143363,244.95552259328696,15.1417604410094,12.885783107773609
2027-09-01,CMP01184,1281790.6662282462,53.63929104195802,4280286.449856133,1700421.336072927,896669.7250511886,87.40077857160145,8.694474686235878,222.9898498932806,56.907928140232286,30.615908538362092
2027-09-02,CMP01184,982144.7029200594,49.66075392995338,2125707.779535711,1000755.312447664,287498.60308496875,81.93123669897786,8.281109665707103,122.15723409372556,47.46919263000357,26.241077790588108
2027-09-03,CMP01184,1016433.4941442038,52.49639535809059,5602241.767550848,893086.1212933353,1282574.923924067,81.67686976211044,8.54863349248426,96.52043824671784,10.63773044568086,18.899975963204156
2027-09-04,CMP01184,1241119.2982028308,24.4556925279013,5175631.336076008,1296610.6223541142,1696484.44523665,66.3955072145417,7.3039589723466065,210.21958591610752,64.6968743407445,22.619704891613633
2027-09-05,CMP01184,717100.8428032245,0.0,5569382.1951359045,1600839.362290376,1023439.7218040206,60.652365573061246,9.055387951300103,217.690056148524,65.30756325502887,18.298046543821037
2027-09-06,CMP01184,1253663.1047395377,31.05206429327037,5432263.754152704,1766108.261335574,1476271.7185298025,86.54893161884209,7.114292434523689,137.2916780708201,33.3591122007912,13.538641774837965
2027-09-07,CMP01184,988401.8012735872,46.85771866025473,5375296.49027526,1830532.5491860064,670295.895364506,79.49391944054787,6.9867229728777245,243.34181053971648,34.358330331342245,24.528566574058942
2027-09-08,CMP01184,870929.3676757608,45.29183693153523,6523967.392123372,1936153.653668039,1359145.5053997007,98.53044553972698,6.738720815570655,172.33207611903373,67.59476094912173,23.79013315557176
2027-09-09,CMP01184,1699940.5703549576,50.18185673940132,7379860.471857956,1597253.7603337578,1475973.1847145576,71.10368997723909,8.715732433087174,184.3272232619662,68.86154526962977,23.27520122571008
2027-09-10,CMP01184,827136.0905942571,33.29124332545321,6089571.337590485,1468010.6213902947,1713551.2714659425,82.49866734188275,7.175451880229547,154.30384793716158,14.94896775828666,17.74493606989831
2027-09-11,CMP01184,1244742.8266604824,60.522876875978945,5524096.873683919,1247647.8017217522,625924.5212251219,70.32799430286784,7.940486754776708,341.9040899911654,16.297828901195878,16.683631210269308
2027-09-12,CMP01184,533442.5404046039,45.09034112958781,1608006.6664849278,1199117.073141286,673002.6553587936,57.88139892770755,7.663461829590456,271.9012400583106,54.16945176632956,12.070342376510832
2027-09-13,CMP01184,1607287.708614174,63.29059658102013,4695944.020281064,782225.5265608625,1422107.5869505156,67.91355203559374,8.582637351833947,99.50326280573871,65.90026070222733,27.45185564623096
2027-09-14,CMP01184,1232769.0723420498,49.383207816298665,4832523.426785644,1946917.4080832151,1253383.4271541417,80.33245481418548,7.234122227256245,86.52005563193396,9.690337196330804,14.062922753626086
2027-09-15,CMP01184,1892578.4450451108,69.68852060535613,6974982.69189774,1096416.048237198,1051105.3186840247,89.45040019175556,6.965928668766601,227.07763491212935,45.90259008667614,2.609434816242167
2027-09-16,CMP01184,1409071.9793637004,70.80564343349647,7710104.698082471,1754184.2776009152,1242298.1260333091,66.52161361232213,8.95984291300394,210.51574528055457,32.790090096866216,30.714790585544684
2027-09-17,CMP01184,1827918.7527677657,65.48113806019906,4457788.3987326445,1581246.0441442986,1663057.0630318804,65.33482263186409,8.41430152874341,117.42286661113022,38.91935715692755,17.831591513623724
2027-09-18,CMP01184,1326446.1966537172,56.10599835610654,6064515.742978949,1654181.4698072858,2135424.226240881,88.41309780093373,9.284641128565587,44.98472904908169,21.265449369713217,16.77033653130279
2027-09-19,CMP01184,1189209.0405662735,65.0610515298531,3015895.0899527348,671748.2688226743,1395292.959386969,82.47738194333785,7.218788436013797,146.36698807587356,47.323851529218,23.41054586733136
2027-09-20,CMP01184,1683935.378726763,59.34377874092109,5382482.488801308,1208112.8231007752,1313713.313775975,81.6446601102074,7.847086790237568,136.18459789586393,29.077785017978435,21.438866097194065
2027-09-21,CMP01184,1062966.4414413914,33.40873526892711,5255617.1982383905,679865.9040741595,1067946.3575482331,110.48244002458424,6.188335894763945,133.37744643363456,37.284798866546296,14.261818725725163
2027-09-22,CMP01184,1731141.540373693,52.47358959254747,5691124.203337446,1633091.1748857358,786836.0563397162,56.89379182816373,9.382111132721214,184.26813801722213,51.4155385773452,17.91149908803609
2027-09-23,CMP01184,714718.1994931127,90.56022825351258,6636664.137725552,500045.4559003392,1061869.2632146324,79.26714598718276,7.555643591132042,234.0320218593349,49.387411440135565,7.9739366194209165
2027-09-24,CMP01184,1211596.786662412,29.31547910296035,6291094.546759789,1694661.2117823912,1352305.91522749,95.17869362981484,10.03517548860656,101.6054453097406,35.84846295979289,10.307997945947026
2027-09-25,CMP01184,849540.6462481263,55.008559641165306,3241530.917003535,1011929.903958479,1198103.631826322,100.4983794673016,9.101126643609364,156.24423393215665,18.32617720172467,25.075155408867317
2027-09-26,CMP01184,1448115.163402557,64.3643151839948,5484504.338689284,805154.5416069382,992503.5875454606,64.42431220003883,8.734966594478745,127.80656584676296,4.086008749099417,21.147852331984108
2027-09-27,CMP01184,982407.162552749,62.69302465269737,5790226.294638122,1918819.508573568,1296668.1780776845,75.15634019368683,8.330924267512255,207.8534618613599,45.105210423596255,13.138545330230489
2027-09-28,CMP01184,1403255.656400158,12.995615208696236,5190278.196847184,1499809.0963138356,1600664.4394693484,84.77836197459423,9.67717459607474,160.658064643676,36.38658380049119,28.096981908577057
2027-09-29,CMP01184,1082385.5266040373,95.60625562965711,6198276.620240856,665134.867491475,1204989.5904350476,78.65494131934817,7.10936026426049,146.9683626094084,13.208665221511511,18.45964811658595
2027-09-30,CMP01184,1432396.5784717335,66.45170383156109,1145129.5828678887,1403921.7683811467,1636177.186857199,85.71919999680631,6.216268466506102,111.42036038329582,7.376131892281197,16.437709373661086
2027-10-01,CMP01184,1806242.7137095856,63.064342743643586,6788951.861477791,1125645.7850275328,1320501.471857719,84.23179811953428,5.684921864841154,215.380813909798,55.5005243604506,22.20453984044954
