date,project_id,cloud_cost,orders_processed,dev_cost,budget,it_expense,total_revenue,uptime_minutes,scheduled_minutes,incident_count,downtime_minutes,internal_nps,uptime_rate
2027-02-04,PRJ0082,0.1205257468524143,15.46453932841015,1168702.4786593665,2177286.926402747,343711.05886166415,2879007.3492081496,43132.133780669225,43200.0,1.6186085398038723,33.12074176455444,66.46018729963447,98.60070355931136
2027-02-05,PRJ0082,0.0420509918048661,6.958169544482061,1217300.6419870784,1067693.9704121584,188684.81730532413,2487037.698902051,43002.487586679126,43200.0,3.736034153900045,2.4695573445985204,39.61652807079031,99.39045581856216
2027-02-06,PRJ0082,0.0764967952219554,19.152777281272066,939004.3384638792,1094176.313905375,255940.70024258795,970269.8100131892,43019.38971488188,43200.0,2.3067830520796484,14.100732686411613,43.80288811793231,98.48244877280608
2027-02-07,PRJ0082,0.0307111954259429,14.39266288139426,974809.3529585978,1518178.6443320084,63676.65764892215,606591.2131546694,43114.270094346306,43200.0,0.7749417538933685,6.320629071066804,60.0844630480774,98.00712535583656
2027-02-08,PRJ0082,0.0582722145198948,2.1444274162027774,632119.4843596444,1737701.013150676,204901.5851240977,3182570.4594837846,43071.519156657945,43200.0,0.8397744321527505,11.575292014987903,49.35097325186946,98.79261902014991
2027-02-09,PRJ0082,0.1043695774040007,9.575883770732194,1518844.4282415851,2113526.682022644,339094.16158087575,4284036.262540408,43170.95348590425,43200.0,3.4955898910537435,36.80987868129608,43.98332117046659,99.14160680962956
2027-02-10,PRJ0082,0.0876655478417875,13.979496235715873,1955567.9400245536,145714.64894685452,192425.6520139503,3042785.043299905,43129.361664714415,43200.0,1.9332626023997064,0.0,51.08363308495273,98.61782542037945
2027-02-11,PRJ0082,0.0857066961953405,4.975610078491335,1622893.2811105987,1684239.9280018064,218269.54574779657,3700042.304688664,43063.28103179595,43200.0,3.314294955131544,21.713672726728554,44.887917960816445,98.7320717994907
2027-02-12,PRJ0082,0.0529279241746623,15.18248136919939,1020225.5796926208,1770967.2406684803,183737.54899638047,1312953.9160449507,43135.591634330456,43200.0,2.1923250939679275,85.60020513110443,66.74646180723181,98.8629532648256
2027-02-13,PRJ0082,0.0638310011765331,14.02519810832792,1093087.2478095023,1702491.7600414788,227146.0988935052,2574115.3994917,43166.27491698523,43200.0,0.6045830300286865,9.268974685106055,27.792902142263134,98.48786960539668
2027-02-14,PRJ0082,0.0266344681285883,13.302904763290291,2071943.3523734312,1589303.8990527256,172412.46079451262,1482874.5354121726,43182.512700914864,43200.0,2.7146362002892332,55.18499599615025,49.098388660537815,98.48322865602864
2027-02-15,PRJ0082,0.0953166908181957,10.818867930049125,1239558.0685700935,1148557.658821687,204670.16508704124,2640459.7640082277,43061.13583586002,43200.0,0.0,27.69593751217479,55.95370985232368,99.25482174878424
2027-02-16,PRJ0082,0.0449407326634526,0.0,1427917.924775587,1898747.336870186,274398.087807063,3811191.0979748783,43093.70794590491,43200.0,0.6031971021712712,6.029368816132454,52.59332146041312,99.6756331012892
2027-02-17,PRJ0082,0.0186751035685536,3.1703993683936,939103.513288548,1407754.2137764003,119949.7455900364,4003986.7474753303,43168.53030960437,43200.0,4.401490516631079,28.72096005768544,62.05242141795083,98.82371358582728
2027-02-18,PRJ0082,0.0693625682005425,3.3100843962654807,1744940.168871906,939785.9742674856,188801.7576207828,2100147.2110315477,43137.03072812473,43200.0,2.2616350242586787,17.867729138124037,48.70021545223378,98.70365643945073
2027-02-19,PRJ0082,0.0548914755502318,8.461577829015104,1129531.2634017798,1214008.9185706722,160371.31652782223,3602929.74526984,43093.427377406726,43200.0,2.784978036364529,36.64335190966427,47.05449732868197,98.65116977061597
2027-02-20,PRJ0082,0.0,12.578957866209342,1810373.30176996,1197367.2138735997,304360.4037493572,1908367.3972110995,43098.548566638965,43200.0,3.420029054290196,16.373243334475184,34.161712989424714,98.6770764520521
2027-02-21,PRJ0082,0.0212810358384672,1.1678529516965526,875414.9107838196,874811.0000203167,191396.1310809276,3026081.15895547,43049.75052950127,43200.0,4.10745301533769,10.7832660179965,50.10217987595341,99.10391416039216
2027-02-22,PRJ0082,0.0524282934847836,6.494767519072478,752222.2337948257,1711961.220368608,173738.11759844067,4833252.780788775,43034.752132092195,43200.0,1.6675397048558889,43.8623499002433,33.6120757920884,98.72244314076568
2027-02-23,PRJ0082,0.0482382443924893,17.118922178315152,1062973.9425393797,1450229.0201726358,173009.7651476708,3785126.01700792,43139.36515129041,43200.0,4.053077462794457,29.08721299077586,49.19280384608619,99.2899935700122
2027-02-24,PRJ0082,0.0988333822313543,10.2598373805931,717141.5874166971,1541266.537985237,304449.39973891294,2587586.6913784556,43117.39000366599,43200.0,0.0,22.649484716561147,67.20756904225394,98.79404159252856
2027-02-25,PRJ0082,0.0549540808170133,13.31616811102459,938287.9462377122,1168903.073602253,162970.07471480427,3177140.7222915716,43184.36722336995,43200.0,2.595204447327241,33.05129114372024,66.65348519845475,99.48104384065836
2027-02-26,PRJ0082,0.046046448019873,2.5630528669367196,2219478.10784104,2049929.7829079712,174103.66092637848,1878498.8695433468,43140.44862092098,43200.0,1.9683555720546928,21.71479957617713,38.74460664992976,99.34845349612284
2027-02-27,PRJ0082,0.0973577100658758,19.40116948030341,1425521.6140659233,1544195.6885235636,188249.0842210364,4007600.632461029,43115.40264775877,43200.0,1.3790974071756286,18.820613627364303,50.07676558479752,99.01637001984504
2027-02-28,PRJ0082,0.0,16.672140311018275,1126896.9885266258,917000.8268157124,189159.31165593836,3483284.943052231,43065.14050247407,43200.0,1.4444957300305714,8.468592383952302,55.115981088798215,98.95882222058
2027-03-01,PRJ0082,0.0493558450384279,16.482255090976174,1600435.1156640858,1234959.622233255,289284.5689035254,4078476.602983489,43073.289723873626,43200.0,1.903904091817764,13.545958900592598,46.39894574491284,98.9708291529268
2027-03-02,PRJ0082,0.0733466457304254,10.464017145218728,1461560.5180060067,1615065.6821956588,145178.54949301796,4219927.811752263,43046.56061566652,43200.0,4.265348700110754,34.74639386588352,39.9652864150424,98.41574223321378
2027-03-03,PRJ0082,0.0672785831588134,20.437596046512457,501387.36774629995,975795.8743597852,202014.4695717992,3720836.147974314,43049.97832452504,43200.0,2.4052597664902207,39.279703127453104,67.65333131954128,98.49830210489289
2027-03-04,PRJ0082,0.0,10.389784364725047,1366758.616720779,1517965.8488322226,115495.59152340016,2891966.395857257,43107.27905438058,43200.0,3.3322356841309437,29.61226291306814,44.96149835905777,99.04285762370309
2027-03-05,PRJ0082,0.0498623840026027,9.82604201078822,889306.1117328712,210621.46229006397,269704.4427792245,3519180.854592637,43236.41629820472,43200.0,2.0612790687344145,25.46380245220483,50.569511239344465,98.95459536397232
2027-03-06,PRJ0082,0.0,6.988580489730242,1725546.7132037354,810233.580739151,205910.45213292164,2576771.430746746,43117.15570902454,43200.0,2.507742922460993,5.179852212684185,48.73519578553153,99.05862494568174
2027-03-07,PRJ0082,0.0486676915367526,15.774321804839232,1376215.4458537465,770489.0111554251,186510.4913539043,1877314.4308137016,43055.924709665414,43200.0,1.2076547873172847,6.47067770259746,48.11949507938279,99.25919247377622
2027-03-08,PRJ0082,0.0632062977084892,6.868585478247818,1049137.0115284568,1418209.897372597,126610.10731713034,5523870.8786534015,43097.95078470259,43200.0,1.7097793794628502,41.89249655594584,57.04681730466506,98.91165667406472
2027-03-09,PRJ0082,0.0678729393834017,2.2347405196708205,1083705.2678056003,1457280.330297699,137170.66695009853,2636766.6294577788,43041.246762464936,43200.0,2.2972393192920464,10.265696913226025,52.970801973210726,98.28320452805828
2027-03-10,PRJ0082,0.0672218199852768,9.577867277854804,826931.416170486,2061445.0769280384,255933.80622549937,4128022.138237006,43153.790234170345,43200.0,1.552069064301144,27.564801439805052,50.55351175676137,98.71765052166634
2027-03-11,PRJ0082,0.0401480412404902,0.8606873672744388,745071.6137336212,1858519.0068559777,145596.9343006537,3511735.979148874,43100.2331122454,43200.0,2.8059997377022077,41.63696531970145,31.372884016188472,98.52577862324928
2027-03-12,PRJ0082,0.0924638437834921,9.144886197894683,799688.7123389458,1906213.9760540184,277161.82734695333,1425943.8430767895,43092.751724679285,43200.0,1.931103715231299,46.11976084537831,42.53429195346779,98.92133870566764
2027-03-13,PRJ0082,0.0640418997975755,7.761163598207574,793156.0035868031,950191.1045823884,158410.4138836595,2392029.1036647456,43014.79656469771,43200.0,2.6310522663365896,11.889509917862693,55.708218233742464,99.9337176116757
2027-03-14,PRJ0082,0.0889232106259695,11.596758404421434,399276.7339867477,1463042.260679242,317460.1363621465,3194474.740053642,43082.83204275848,43200.0,1.553944536813638,42.004039249295616,50.013172537998834,98.95936988907036
2027-03-15,PRJ0082,0.0492176603219675,7.18360122653699,190248.835413757,618905.1642643281,156415.6395430363,3161135.387588045,43039.3087390866,43200.0,2.1434895153123787,36.979012014680414,36.8682903822322,98.63592108202018
2027-03-16,PRJ0082,0.0572824792380322,7.044734279709932,1537915.245722558,738634.2654403803,239071.7481388092,2539451.363739116,43071.93432237948,43200.0,3.00392234416498,28.979011654329877,59.87433424394872,98.69908563094177
2027-03-17,PRJ0082,0.0781088127631756,8.928669793874096,1620140.7911656543,1214656.944157421,197169.02556817463,3872549.5389247513,43083.64830362186,43200.0,0.386187053457125,84.16783275706015,51.13938955665849,99.32283943881184
2027-03-18,PRJ0082,0.0883182835237961,7.729647981953034,1414396.7399338176,1245652.7001823012,133823.98914296,4158848.540955921,43127.03697078684,43200.0,2.6232627081038813,21.88429617913858,44.0293038532615,98.75535105867642
2027-03-19,PRJ0082,0.066679606888469,7.055078090506658,1549760.0454043825,1236822.879227718,242797.6297486613,3558037.174160282,43036.30378264646,43200.0,2.5890926002949533,0.0,63.86680930897877,98.27508430803054
2027-03-20,PRJ0082,0.0570364282257205,8.481092855644473,941810.7689498084,1780924.8582080307,264037.17493292456,1522478.0184944507,43150.49113092532,43200.0,0.0325772155613153,21.419130512028403,42.919997580486594,98.71358521742958
2027-03-21,PRJ0082,0.0623443188966917,9.640785167317832,1726147.7446841171,1114222.592229898,98588.80129497738,4467141.821292229,43119.69497123746,43200.0,2.525965453912534,11.13911196661842,37.03091442813431,100.05840415626656
2027-03-22,PRJ0082,0.0628954221795745,8.643926445895096,1144267.1372069533,633263.6910428166,250331.7249410124,4560316.929651326,43139.19044832961,43200.0,2.059165391663992,30.688907051912057,62.34189536255671,98.72112555630916
2027-03-23,PRJ0082,0.0723988481216617,11.442561258433386,1609770.7523716823,1600966.9545122397,259444.71565679228,4473172.716396461,43048.316514460115,43200.0,1.8355562789200743,42.344281386379635,47.725505405251674,99.04902179912888
2027-03-24,PRJ0082,0.0752392934044105,3.6026821881165283,1949761.0688288547,632427.7310760145,164657.1267278875,4184007.215925784,43049.20642978568,43200.0,3.5132888770403525,49.402737968648,36.64855012542186,99.44955598247454
2027-03-25,PRJ0082,0.0227459447737773,11.70891576060766,1323328.3913757196,704078.4446965385,86183.9206213032,1194812.4422994754,43159.23432690045,43200.0,3.8687673534674936,25.15880006245177,54.10997470340354,98.9054611379548
2027-03-26,PRJ0082,0.0467824103210934,13.89780062870291,1152086.8410360424,1573768.2893373584,232004.6121640219,4911749.663412753,43030.64823638877,43200.0,2.941535376695665,24.128516324772463,18.054000930953855,98.6806423972137
2027-03-27,PRJ0082,0.0326053498937667,12.992268867307928,1605180.0971417504,1721625.5395373127,180561.56608477575,3606401.8446499775,43054.84328865979,43200.0,2.905034789439862,0.0,27.94340108654811,98.92987577496628
2027-03-28,PRJ0082,0.0788934168772302,5.4937651836729975,1702373.5261565328,1271793.2163877534,255138.20686466093,2857861.656169676,43020.09335794788,43200.0,2.909357565012256,22.42660082231081,55.11036653792401,99.66286359307811
2027-03-29,PRJ0082,0.0504468989014002,11.505624108698202,1479845.268555744,968838.8269596942,282306.90976161556,2198744.953725923,43104.90432956866,43200.0,4.116142109221586,31.96915082041805,31.10728184116948,98.52716041695392
2027-03-30,PRJ0082,0.0645521703158025,11.058059347241215,1300665.46264592,815373.5391315502,252046.15156431228,1908437.7921810695,43099.88004947604,43200.0,2.6046276272063023,33.00954706765107,57.239158045267416,98.28151746402752
2027-03-31,PRJ0082,0.0645337022699202,8.200238950740754,1180839.064554582,865983.4842134764,99697.33516118696,3865483.275147703,43132.73542303601,43200.0,5.487917517198836,30.995943987360285,38.54487147527603,99.44111116304374
2027-04-01,PRJ0082,0.0513170845172502,13.65091418303328,1672939.779425828,982524.1803568748,254791.99551342113,2614425.5906001376,43182.20126889065,43200.0,3.3745866801159803,45.27089814254587,61.73752461624626,99.21170865058316
2027-04-02,PRJ0082,0.0379500914814261,20.5365079095867,981926.9402617743,1188876.3059907765,176385.80433519985,3214746.10501878,43118.739977039266,43200.0,3.113973102343438,25.724155711290507,56.55825435512435,99.71214494675924
2027-04-03,PRJ0082,0.0645812256538655,18.893503231920644,620463.0603923743,2279611.8719196557,250694.76597298493,3866597.235835333,43062.51039653,43200.0,2.328815386145531,18.261787793101064,53.93257149197816,99.29692755969933
2027-04-04,PRJ0082,0.0977401441286731,0.4322397713135206,669882.9440291277,1547358.7805830354,196274.12461711856,3588660.980106333,43106.90816401549,43200.0,1.1971532389688309,33.29210785697665,54.03933164335615,98.95003751624805
2027-04-05,PRJ0082,0.0895924064573046,6.869157121742535,1456278.9367129356,1338229.6572962033,213158.7350527155,3936956.648986405,43139.98752394887,43200.0,3.454816166232426,27.296930325770845,28.122631286887945,99.34353993428012
2027-04-06,PRJ0082,0.0835006592046002,16.005628481082532,1355168.357731284,1874574.119031266,263392.192076043,3485443.959870621,43038.36579586252,43200.0,3.940985444342686,51.41215782644271,44.871025804738,99.8768243777468
2027-04-07,PRJ0082,0.0241097325705441,5.316256321375242,1057502.299316545,1678257.324576042,178963.50653273886,421027.7900098488,43016.79428094807,43200.0,0.8411226722142993,27.15796930550147,45.304163653806526,99.2969447527826
2027-04-08,PRJ0082,0.0814971844528552,4.014709705760384,1057891.3628200092,1899867.060894339,232039.05968225776,3012296.4913402568,43159.476989977105,43200.0,2.027682495550504,46.94997054048351,29.875112740003285,99.35561769682394
2027-04-09,PRJ0082,0.049601802065721,7.781085818627409,1208867.2368698495,900991.36507479,264634.8337069418,2854895.679946027,43081.70293535751,43200.0,4.2186092037959435,37.83723106198165,61.562602737061894,99.14769350847509
2027-04-10,PRJ0082,0.0237940624502865,6.513479289926027,1965595.4924194256,704387.6071208365,190022.53507053855,4825849.577439206,43085.74038964444,43200.0,2.270990596387535,19.34605854013015,23.733193780038143,99.25850892563815
2027-04-11,PRJ0082,0.0768687622253648,12.267732114293018,941155.4198828927,1298015.4116678634,218036.1327541881,4210700.71261179,43165.23256796643,43200.0,1.929546907685463,36.11065780744729,47.17898825456242,98.40559821076066
2027-04-12,PRJ0082,0.0515398569779926,6.208956897278004,1440499.161258592,1627752.1534684584,266528.42169044964,2997084.011931124,43070.776153242055,43200.0,3.116876870179043,6.553319819431131,52.72565405393141,99.26390176555184
2027-04-13,PRJ0082,0.0563559929105193,5.078156037288585,2030867.2611493857,1609556.777569733,104481.02103433407,2240809.465266485,43095.651590224865,43200.0,2.2168560291045285,43.957591499861834,52.00477076489689,99.20666011534222
2027-04-14,PRJ0082,0.0850824097282316,10.179389376680016,1420991.0222944086,1096321.650795472,173396.05947491867,1866158.139723496,43131.34340801769,43200.0,3.0849295624141817,46.983585022374555,60.22797936109741,99.05089652417082
2027-04-15,PRJ0082,0.0772656619864329,6.917415876807724,1402053.7927320146,1639754.6723418864,197190.99834603615,2443226.460341401,43075.77755265208,43200.0,3.0607443772048306,50.363633164118355,62.27867222033146,97.89089734835372
2027-04-16,PRJ0082,0.0316635935708343,8.655448313570878,1011689.7914368772,1056482.8840739331,142087.9201319273,1292578.821374513,43075.10020091948,43200.0,2.45391749807429,24.52970986955158,52.06893435698299,99.40566280059124
2027-04-17,PRJ0082,0.0418974304921938,3.9851443335698393,1434390.0654075318,753316.10819732,287068.25486741646,2920015.288393724,43136.263992492626,43200.0,2.8987709051117005,32.71072876570044,32.60776703874207,97.97955088501668
2027-04-18,PRJ0082,0.0757842483745002,10.112869313451071,1583295.0927412473,1999598.7431453175,211122.81035122948,4971760.546636149,42999.53168256524,43200.0,0.0,10.248739405791705,50.5362113637164,98.56698770348396
2027-04-19,PRJ0082,0.0472947829911039,6.484643557373916,2110005.775401515,805265.8597557114,93547.73857645152,2292191.6831659134,43185.29979762514,43200.0,3.9618377453451057,19.196163298352623,37.858037590898405,99.95337552622
2027-04-20,PRJ0082,0.0243642162145399,15.084318633420615,733590.445554356,1146545.209769361,236623.19074291716,1816542.426960452,43156.04312019214,43200.0,1.5757409917741902,32.27198769565859,45.64601423350728,98.56068818747517
2027-04-21,PRJ0082,0.0649782457524918,8.689833366716828,1331081.540208198,1024742.9711158044,266024.0443058725,2148386.907411102,43077.38884303491,43200.0,1.0138693454093433,59.850297743185706,44.47245527114448,98.16251513174149
2027-04-22,PRJ0082,0.0819345647355934,12.318730873538154,1186280.8448659978,1370423.821076284,156870.20628084845,3766041.5666053817,43137.413574370046,43200.0,2.045375808392034,54.80531689452978,33.84207293780623,100.24997257718648
2027-04-23,PRJ0082,0.0503200985243701,4.557397470677699,1250696.7123022496,1367479.5594488462,168798.11371322387,2736312.4210882494,43021.71971926347,43200.0,0.9169605126566888,29.087990043109286,33.899687516914895,98.92268734033816
2027-04-24,PRJ0082,0.0206539890714405,14.211975765140227,1479421.915089665,1090525.3354641278,210797.56551866903,4250287.064332606,43115.4244685397,43200.0,1.6885648322676734,0.5120060203444794,29.84329412683672,98.92531318772691
2027-04-25,PRJ0082,0.045988432417096,16.320813570143468,1358371.116980675,1334734.0760376048,228998.07034209193,4319959.459571563,43090.32840003178,43200.0,2.219954917869368,3.3106086493261806,62.09384690611863,98.95587691558212
2027-04-26,PRJ0082,0.0310876700414304,17.67130494669773,1161592.3799507665,1657204.4143180065,185409.33212496663,4634411.938433409,43176.31673313707,43200.0,2.6759583575779957,28.742378595957256,46.7626840833654,98.61452292858694
2027-04-27,PRJ0082,0.0713396154902257,13.435263481257842,920915.0360742036,819131.0218824265,322021.4543304725,3461380.8931956124,43166.85142218322,43200.0,2.5383889481190143,25.835759567805336,60.15780017856821,98.7857929196406
2027-04-28,PRJ0082,0.0698769499371949,9.988286222134072,1229192.6198767046,1378521.7514834297,174815.4662149875,2235967.0987654245,43110.86476329798,43200.0,5.477857671185735,37.76538542371917,61.947729738100165,99.72639222342964
2027-04-29,PRJ0082,0.0339381018719246,7.305157533093302,1171411.284987607,1759230.8623912623,190097.917080706,3535011.185983668,43104.98054369062,43200.0,2.5910330866297726,56.088846358312786,52.81982783937656,99.1941494469186
2027-04-30,PRJ0082,0.0450482412948514,3.237963614730366,1495185.6188608585,1956453.8369101577,151315.95623556562,2957008.1916944664,43028.95598285317,43200.0,4.228971949989018,55.22377104400434,51.933879309096874,98.80806216856836
2027-05-01,PRJ0082,0.0720351966186311,6.800178048547673,1552289.753192203,1301841.5240752096,276585.42089901876,2065782.8971726447,43140.85494309622,43200.0,3.2230277688213302,8.598009976150376,60.15953283913059,98.21185837788585
2027-05-02,PRJ0082,0.0533630267553103,16.33565756081456,1464066.6008361948,1891039.1233271211,212327.6760449136,1802557.6465489548,43082.6671274668,43200.0,2.584643819106644,40.8167068696559,41.1337707147692,99.58934989183376
2027-05-03,PRJ0082,0.0255704064379958,9.362540870476558,1916573.7340614833,1408847.9395860657,138632.5165912009,2714366.044342788,43083.86017950818,43200.0,1.764190464157383,33.215910623429835,54.56442872334498,98.8172370402134
2027-05-04,PRJ0082,0.1219367516814733,9.223366653456427,1044510.6007558906,1700758.548354974,276974.6509502843,3558739.221092396,43149.41230288399,43200.0,3.571308456631849,20.405376606915027,24.677395444023816,98.26343459808444
2027-05-05,PRJ0082,0.0164292846168003,7.236387533964759,1688420.6896071197,1565146.4580432144,120622.74153121829,1021681.6901903524,43131.8945364273,43200.0,3.0232433231866676,25.263560609117555,53.28886710560972,98.78899347952252
2027-05-06,PRJ0082,0.0580789479387868,13.108728902743447,510489.2601596827,671497.1269939835,242711.3573917922,1001855.8318496598,43151.233593398414,43200.0,1.213163546582406,33.667272128452055,58.82025604737676,98.53531316378556
2027-05-07,PRJ0082,0.0901658930930977,14.68315569400865,726367.2786333893,1176114.668189716,235848.9606888006,3732867.75597536,43135.94143473963,43200.0,2.918568418368637,29.60481640460681,41.85042574548825,98.2992884551217
2027-05-08,PRJ0082,0.0544436919966368,11.771953446482293,1499328.5078510593,2033017.5163157992,220007.15749883544,3850277.8174479734,43077.692929811325,43200.0,2.2294891208672776,31.028814624751163,54.86695253717744,98.5309555106272
2027-05-09,PRJ0082,0.0058431969754692,4.40827803124238,818529.4756424567,1439310.024919527,307242.4104947526,3384515.048654814,43042.20390187607,43200.0,4.000946914852806,41.88294324843899,54.02000120677086,98.5304656954898
2027-05-10,PRJ0082,0.0232648709505495,12.308360286415754,757441.1918855144,1783483.357978982,139854.8196886705,2602754.688636964,43120.1612970737,43200.0,3.4202288902201956,9.248208005708662,46.48097252372736,99.73782827606672
2027-05-11,PRJ0082,0.0446387544403658,18.91469268233284,1415700.8937506697,1329458.954012371,148503.61544591794,3705661.4539056625,43156.00351471913,43200.0,0.5726681411630912,39.211858738802675,43.76689814319764,98.89995915505943
2027-05-12,PRJ0082,0.0651121584094676,9.279549561812097,1176707.3513857005,803750.059606217,180564.55877743688,2292356.99581556,43038.1298807026,43200.0,2.1918563297313893,10.332515311703132,47.211980520214915,98.39813938095097
2027-05-13,PRJ0082,0.0797023042905083,4.130316767231427,778913.7876801186,928191.1204924796,256787.3127773576,2586198.124144584,43072.22106020701,43200.0,4.153827717312842,31.53163405550734,61.398646507096856,98.57167773641751
2027-05-14,PRJ0082,0.0455906448884654,10.3297032390958,1132523.8881242548,1314690.433915902,299834.5176936493,3122221.935053237,43089.61170579653,43200.0,2.2946157308782653,14.570782837349151,42.528688214557505,98.97487371078456
2027-05-15,PRJ0082,0.0700038883659355,7.504568550437518,1373619.621458162,1237972.3070549928,190181.78767797275,3442300.0997006907,43096.959659643086,43200.0,1.7632048293378393,0.3899303796804751,36.63483551139273,99.27578517301087
2027-05-16,PRJ0082,0.0600224066035871,2.926809391004955,1447591.468363309,1006179.930237766,57546.852874430624,3686508.60455457,43040.99044553166,43200.0,0.0,40.71379964962726,63.07511491714987,98.92544133650344
2027-05-17,PRJ0082,0.0855283733194064,18.545623043129144,838313.0795217415,1209796.773650235,232239.39271297827,4049179.40025861,43044.75456915814,43200.0,1.0597888100887818,8.603782744822357,51.45159279135085,98.48038082176993
2027-05-18,PRJ0082,0.0465623498886489,10.510312358527033,0.0,1468948.9470301874,154362.86639979228,2198430.3194981124,43159.367029571986,43200.0,2.0382018556003496,44.789224681617505,29.596987110523944,99.11375845292676
2027-05-19,PRJ0082,0.0588927917412965,7.323837864336026,1035912.1892694205,1213211.3817776132,287122.1111606574,2744775.8013466913,43006.30824009353,43200.0,2.380977045821707,43.20826141800721,74.5655130140436,99.5790606272171
2027-05-20,PRJ0082,0.0552919086788035,16.844186672629746,334025.7878805462,584844.0994411464,179243.12707137427,2897763.853327291,43137.44563601403,43200.0,2.477602649139374,60.54745334516649,67.65667870890626,99.46243960702526
2027-05-21,PRJ0082,0.0257487423680254,15.984735250250129,1826349.3217693688,1624517.7555623627,121632.9626502366,3297976.397074811,43066.33775922815,43200.0,3.904879583813087,24.847639464340897,48.13569419945263,99.39911353471952
2027-05-22,PRJ0082,0.0675811789948157,24.601579884437896,1648083.5700509625,943515.9420090532,217914.52757978503,2245180.3190583587,43042.25239942622,43200.0,2.3556088243664783,40.86781041823079,43.10654574659637,98.98563614370302
2027-05-23,PRJ0082,0.0758521716803359,9.76051668688535,1213473.7781080492,1103439.5454234553,167603.05160145828,3118665.3457029555,43089.1891037517,43200.0,0.6023158856591317,14.772179051334216,29.519525937097665,98.43839582495548
2027-05-24,PRJ0082,0.0,15.695166892728103,1152196.5679616907,1827200.1739879684,137235.09168675696,1888620.3697903615,43126.306306787905,43200.0,2.034196752998692,15.889233682997816,50.83367330428447,99.53871839930358
2027-05-25,PRJ0082,0.0323726747710959,17.85978648934098,1312659.5263876163,586252.0148433781,244274.1180139526,2006197.7787039168,43136.75806866664,43200.0,3.7928022583691106,42.37022004508832,40.63023593703676,99.81174736892316
2027-05-26,PRJ0082,0.0913894961921856,13.16295931977169,1456803.123391006,2926660.9685556823,238134.43749858363,1935914.237646876,43027.36884460477,43200.0,2.65947153378615,49.26007580378369,43.21538411678901,98.93211267223558
2027-05-27,PRJ0082,0.0274284721930446,10.660527938969077,1806179.3983100865,1395114.4078922372,152745.3833901679,1702275.2508549893,43063.0894260247,43200.0,4.350146387187178,13.354037222632725,58.23944312083677,99.3444801675608
2027-05-28,PRJ0082,0.0581988686905478,14.410903310408028,771897.90231012,1201630.0502120703,148145.13526506186,3571702.0827133693,43089.988439958506,43200.0,0.1041544271116077,19.44691981296984,42.08518004993439,99.05081150962164
2027-05-29,PRJ0082,0.0385782157535951,7.71461726316603,1654678.678282732,875666.415681428,198368.35517210065,2224493.335685852,43145.0317210042,43200.0,1.292580735604954,60.89114065641451,38.24707263701549,98.23703873528162
2027-05-30,PRJ0082,0.0590028707335897,11.476580804389066,1336992.0790639813,1106619.8333705498,237764.59297456447,2094941.907033369,43157.19113722989,43200.0,1.7526116123920876,13.568372891616043,41.98736890494872,98.56764990475264
2027-05-31,PRJ0082,0.0503044307041102,9.259690162761768,2220620.127305393,1081908.8784046352,140668.6256083435,3618932.216167682,43222.53651590087,43200.0,2.9767992261923064,48.210450146276195,57.75982392025921,98.438186893129
2027-06-01,PRJ0082,0.0402516039338533,0.0,1540155.0029745111,1506648.541217273,180293.64794022593,3302938.268693748,43114.785597637456,43200.0,1.1631957915892837,30.085448097737103,53.94029444738623,98.03277145788752
2027-06-02,PRJ0082,0.0354731923525235,7.511647507050856,1749491.0052623532,1712233.4553062054,84760.92480221021,3819003.081651425,43075.76820871285,43200.0,3.3404413256439067,4.46480422272915,38.21286710047127,99.55394433571252
2027-06-03,PRJ0082,0.0995550733659244,16.760539834831626,793384.3482048411,403496.07788168977,207276.1461401673,4807347.138563717,43160.2328782053,43200.0,2.1133256847589452,39.13001332559016,27.317240431140103,99.0713141773298
2027-06-04,PRJ0082,0.0519157506227669,3.958719520877304,1812089.1099307248,2153283.7593455343,202749.5441911828,2068770.1444750591,43098.84387326502,43200.0,3.01713301079781,7.015540215067727,55.87502737192421,99.268575399047
2027-06-05,PRJ0082,0.0237542304708763,9.809801056444345,1259677.6774083986,1862216.0164139157,165992.85065033252,2200911.5642820443,43043.80659835972,43200.0,2.665904662587237,17.074880248525595,54.61564536018248,98.84514262965172
2027-06-06,PRJ0082,0.065693233822522,11.910141913604726,1117260.4351523218,981755.92956352,217446.62335395615,1128083.0598597568,43144.86372985097,43200.0,3.759931310318917,58.8726243526618,59.08990748326384,98.7419962791258
2027-06-07,PRJ0082,0.0282022510821574,4.6835616747659,878883.4649874171,859687.9662775141,191149.66209610924,1995364.612355276,43118.95269983687,43200.0,0.9443806715837436,20.87843262705045,54.86426982818652,99.92369084604844
2027-06-08,PRJ0082,0.0385034127270323,7.574351265194405,1240242.3015027277,1397294.7176912646,205456.8722423484,3939325.391641088,43063.17288830912,43200.0,3.199337054416161,16.165545200433712,44.40433621169019,98.3142695646284
2027-06-09,PRJ0082,0.0464693251590678,8.839273539971702,2040418.4564947656,1498676.8637676542,175797.97408162028,3743616.742642591,43135.12384208853,43200.0,3.872581610173376,7.933222721072447,58.496920796409114,99.60436166245889
2027-06-10,PRJ0082,0.0443131586819593,10.68385498711801,1236381.5210998731,1276856.0646061848,244839.35997639628,2583844.480926866,43125.99575723977,43200.0,2.8212669987909846,15.57646588411974,45.61774225440438,98.64687844998365
