date,ticket_id,agent_id,support_cost,sla_met,first_contact_resolution,csat_score,first_contact_resolution_rate
2026-09-13,TCK01184,AGT0009,22141.07626027984,Yes,No,4.780068535749262,66.98979770891212
2026-09-14,TCK01184,AGT0009,57601.88557712897,Yes,No,4.215883643577483,85.10676507078946
2026-09-15,TCK01184,AGT0009,48349.34770035097,Yes,No,4.320883355627616,81.28701503260535
2026-09-16,TCK01184,AGT0009,94708.0922004582,Yes,No,4.433692910703107,79.68223368897141
2026-09-17,TCK01184,AGT0009,62723.685805724854,Yes,No,4.842379225283357,68.42965429481646
2026-09-18,TCK01184,AGT0009,78362.17640139237,Yes,No,4.751829824926137,78.96841044393895
2026-09-19,TCK01184,AGT0009,28358.10394646687,Yes,No,4.371655906918555,86.30464726309042
2026-09-20,TCK01184,AGT0009,72171.84742859584,Yes,No,4.048560995754737,78.08689373344804
2026-09-21,TCK01184,AGT0009,229.3708491337893,Yes,No,5.289015393354374,75.20468426537661
2026-09-22,TCK01184,AGT0009,62334.64401202282,Yes,No,4.3630275902768,74.74232320067298
2026-09-23,TCK01184,AGT0009,66611.46443660074,Yes,No,5.046015755977633,77.12322961347647
2026-09-24,TCK01184,AGT0009,28001.952266263295,Yes,No,4.455950625004298,80.73866751012349
2026-09-25,TCK01184,AGT0009,41515.176079416895,Yes,No,4.879604810892904,72.22965796447984
2026-09-26,TCK01184,AGT0009,74397.21840211748,Yes,No,4.379101962475488,73.80241058583383
2026-09-27,TCK01184,AGT0009,31411.090616374862,Yes,No,4.714681219399408,75.35902035580662
2026-09-28,TCK01184,AGT0009,81388.43194806151,Yes,No,4.50477941287099,73.84075857167457
2026-09-29,TCK01184,AGT0009,18948.056623920653,Yes,No,4.35137091643242,85.58404137535531
2026-09-30,TCK01184,AGT0009,62794.907682289515,Yes,No,4.455024199814012,85.68783392356629
2026-10-01,TCK01184,AGT0009,54653.47440284922,Yes,No,4.585252746222698,76.11440924547654
2026-10-02,TCK01184,AGT0009,51574.294287378405,Yes,No,4.929276592375873,81.97973998712929
2026-10-03,TCK01184,AGT0009,134737.2915065852,Yes,No,4.421101034618509,77.39107086228391
2026-10-04,TCK01184,AGT0009,76980.98217272948,Yes,No,4.445629270612477,71.67580066073016
2026-10-05,TCK01184,AGT0009,64661.807472792614,Yes,No,4.888920289338393,84.34295074989136
2026-10-06,TCK01184,AGT0009,80600.44244602561,Yes,No,4.648523118805683,85.05364831584903
2026-10-07,TCK01184,AGT0009,0.0,Yes,No,4.368211801312678,70.32173646083818
2026-10-08,TCK01184,AGT0009,57610.61573194428,Yes,No,4.8586748126771155,72.02159243908565
2026-10-09,TCK01184,AGT0009,70860.21879619661,Yes,No,4.070310888640247,62.19552824342915
2026-10-10,TCK01184,AGT0009,104178.64464159014,Yes,No,4.814772197136372,74.289559150441
2026-10-11,TCK01184,AGT0009,3442.7359958339,Yes,No,4.942423197524498,71.36961935396664
2026-10-12,TCK01184,AGT0009,77345.49838495755,Yes,No,4.773136147924617,80.8301214166029
2026-10-13,TCK01184,AGT0009,50020.576654673074,Yes,No,5.046675355691465,77.09504657917996
2026-10-14,TCK01184,AGT0009,56666.86621918153,Yes,No,4.297926252674353,69.31838189580094
2026-10-15,TCK01184,AGT0009,16001.180298247258,Yes,No,4.677991071592591,74.90974100343102
2026-10-16,TCK01184,AGT0009,59743.181205156536,Yes,No,4.373596025263598,67.29850838309466
2026-10-17,TCK01184,AGT0009,64261.46797522987,Yes,No,4.659161869641115,81.49497144863992
2026-10-18,TCK01184,AGT0009,49592.02799050707,Yes,No,4.886151993038913,80.57999638892439
2026-10-19,TCK01184,AGT0009,64338.94206177321,Yes,No,4.168861955777834,76.9733042195038
2026-10-20,TCK01184,AGT0009,72066.45005221473,Yes,No,4.540132018459073,79.08534007059035
2026-10-21,TCK01184,AGT0009,100732.8726642426,Yes,No,4.786700294120318,71.48637837808771
2026-10-22,TCK01184,AGT0009,46549.71857592474,Yes,No,4.300365931205838,71.45588078908412
2026-10-23,TCK01184,AGT0009,97711.10707573566,Yes,No,4.691902059471218,70.56691123579299
2026-10-24,TCK01184,AGT0009,128175.65414102636,Yes,No,4.785462172869065,76.81133072832995
2026-10-25,TCK01184,AGT0009,97184.4042563362,Yes,No,4.799847534634326,73.3941010875035
2026-10-26,TCK01184,AGT0009,57191.90317326488,Yes,No,4.972726108281294,66.28234856684335
2026-10-27,TCK01184,AGT0009,20766.51888331557,Yes,No,4.800973147991343,76.43463099173565
2026-10-28,TCK01184,AGT0009,102968.86100205428,Yes,No,4.894343226476095,72.64400903132392
2026-10-29,TCK01184,AGT0009,48574.835160633505,Yes,No,4.518958630926038,74.4076445134136
2026-10-30,TCK01184,AGT0009,87117.5995071873,Yes,No,4.358517533760211,70.82473726172489
2026-10-31,TCK01184,AGT0009,85943.00635935471,Yes,No,4.533247990129115,80.15779146243385
2026-11-01,TCK01184,AGT0009,38803.06633132047,Yes,No,4.201794661326635,75.88783949803197
2026-11-02,TCK01184,AGT0009,40162.628459371,Yes,No,4.69470674129608,61.324217576947646
2026-11-03,TCK01184,AGT0009,9274.428653799856,Yes,No,5.087852681418525,71.9975474921754
2026-11-04,TCK01184,AGT0009,68333.51459621679,Yes,No,4.424258980718211,75.56850773194152
2026-11-05,TCK01184,AGT0009,51911.00969628869,Yes,No,4.1744915812028145,71.49266697425912
2026-11-06,TCK01184,AGT0009,87112.54380979494,Yes,No,4.630820850874196,81.9954694547681
2026-11-07,TCK01184,AGT0009,134012.2052223287,Yes,No,4.536569848156404,73.4107472653224
2026-11-08,TCK01184,AGT0009,56095.48130118323,Yes,No,5.050910963318626,72.54078601489776
2026-11-09,TCK01184,AGT0009,26044.811734247236,Yes,No,4.205039421600954,79.16839376969712
2026-11-10,TCK01184,AGT0009,21919.858904535868,Yes,No,4.608480475036714,76.56828552926119
2026-11-11,TCK01184,AGT0009,84270.23517248884,Yes,No,4.821806363674954,79.69935660902318
2026-11-12,TCK01184,AGT0009,41468.81686176858,Yes,No,4.87103488308879,78.37421301799814
2026-11-13,TCK01184,AGT0009,31482.07735790087,Yes,No,4.632318964689699,77.57771940029875
2026-11-14,TCK01184,AGT0009,84890.89334555663,Yes,No,4.798372369738393,77.60566758914874
2026-11-15,TCK01184,AGT0009,33458.93990504402,Yes,No,4.818021329396662,81.78035468407421
2026-11-16,TCK01184,AGT0009,31951.832325292835,Yes,No,4.223741330846055,64.87852216333461
2026-11-17,TCK01184,AGT0009,20681.83022742968,Yes,No,4.181797085444941,77.58585275193728
2026-11-18,TCK01184,AGT0009,59599.937659903466,Yes,No,4.800313840178797,73.65274436413762
2026-11-19,TCK01184,AGT0009,55079.06613796952,Yes,No,4.593046071516241,80.79140510032565
2026-11-20,TCK01184,AGT0009,21243.42917971756,Yes,No,4.51901443504997,69.13049570644391
2026-11-21,TCK01184,AGT0009,33410.87436109586,Yes,No,5.281504008741,75.50375056836388
2026-11-22,TCK01184,AGT0009,85106.12044153409,Yes,No,4.555134333967651,69.26199284402094
2026-11-23,TCK01184,AGT0009,63351.80199829087,Yes,No,5.004228352976144,67.2010753439502
2026-11-24,TCK01184,AGT0009,54803.42472832755,Yes,No,5.065394560269274,71.1671439075965
2026-11-25,TCK01184,AGT0009,55519.95427352861,Yes,No,4.356299769372865,77.17650223803406
2026-11-26,TCK01184,AGT0009,45297.54509097924,Yes,No,4.400863699599447,83.66943300949097
2026-11-27,TCK01184,AGT0009,67336.52088818933,Yes,No,3.701539922706264,77.75995310167316
2026-11-28,TCK01184,AGT0009,6276.854151483858,Yes,No,4.172117155395285,76.86629258242974
2026-11-29,TCK01184,AGT0009,74698.96942503308,Yes,No,5.604562901747432,75.64026806642504
2026-11-30,TCK01184,AGT0009,29803.183778293725,Yes,No,4.49646467220498,67.14645115698114
2026-12-01,TCK01184,AGT0009,65214.23949412191,Yes,No,3.916391869029177,74.84544819041466
2026-12-02,TCK01184,AGT0009,52637.98213264446,Yes,No,4.820548902591208,81.24623669330269
2026-12-03,TCK01184,AGT0009,23088.43165095715,Yes,No,4.454020047302894,71.71786742644798
2026-12-04,TCK01184,AGT0009,80276.1604535561,Yes,No,4.238761066786529,76.73354985092956
2026-12-05,TCK01184,AGT0009,53944.60626637352,Yes,No,4.5546048621951325,78.52819833131949
2026-12-06,TCK01184,AGT0009,21321.533866993817,Yes,No,4.541837296566679,78.4287577617342
2026-12-07,TCK01184,AGT0009,69626.38421117909,Yes,No,4.627533436850441,77.93222038661814
2026-12-08,TCK01184,AGT0009,50211.399271909315,Yes,No,4.922443998054784,80.40440244866028
2026-12-09,TCK01184,AGT0009,48084.95864840507,Yes,No,4.365494328917999,75.61431566541366
2026-12-10,TCK01184,AGT0009,79937.35653374706,Yes,No,5.044922287616121,86.82803138619822
2026-12-11,TCK01184,AGT0009,4738.113446006777,Yes,No,4.142156504518214,83.4220330737765
2026-12-12,TCK01184,AGT0009,33311.89565281628,Yes,No,4.390821419313609,78.41159584449854
2026-12-13,TCK01184,AGT0009,69847.50020937272,Yes,No,4.765395303178514,70.5829497476897
2026-12-14,TCK01184,AGT0009,49187.71058016828,Yes,No,4.173083219481229,63.97559095093058
2026-12-15,TCK01184,AGT0009,58486.90094475126,Yes,No,4.290048735191026,84.04993560574843
2026-12-16,TCK01184,AGT0009,34788.341416802345,Yes,No,4.3291650460119975,81.4662402678768
2026-12-17,TCK01184,AGT0009,54231.74926036667,Yes,No,4.718170810548016,78.4625031088422
2026-12-18,TCK01184,AGT0009,39178.01100928165,Yes,No,4.395732340285057,73.30769811306142
2026-12-19,TCK01184,AGT0009,24819.840399414825,Yes,No,4.228983108855133,70.43825096767634
2026-12-20,TCK01184,AGT0009,51938.54799364203,Yes,No,4.818821409690851,62.81357997559227
2026-12-21,TCK01184,AGT0009,0.0,Yes,No,4.908278283437823,72.8842102262376
2026-12-22,TCK01184,AGT0009,82548.93060668171,Yes,No,4.603441981857256,70.47111895592798
2026-12-23,TCK01184,AGT0009,93172.86515477762,Yes,No,4.966834224972553,71.00415906303874
2026-12-24,TCK01184,AGT0009,39546.59806750848,Yes,No,4.364526656528478,76.39294043353829
2026-12-25,TCK01184,AGT0009,63342.39083168464,Yes,No,3.913209349829843,80.68639911670574
2026-12-26,TCK01184,AGT0009,35845.44244803073,Yes,No,4.912443662094471,72.71227648296909
2026-12-27,TCK01184,AGT0009,72153.98690808163,Yes,No,4.764381118882147,66.84239234131675
2026-12-28,TCK01184,AGT0009,65349.41743482497,Yes,No,4.7491719522641445,77.96493230312298
2026-12-29,TCK01184,AGT0009,53662.53415284365,Yes,No,4.507422562005137,72.60190995129395
2026-12-30,TCK01184,AGT0009,75498.23070140467,Yes,No,4.515846608659426,81.11320224811098
2026-12-31,TCK01184,AGT0009,84680.88454435238,Yes,No,4.605907303379792,76.08703830607179
2027-01-01,TCK01184,AGT0009,44741.093331574855,Yes,No,4.275931563964074,82.20433106720606
2027-01-02,TCK01184,AGT0009,26505.33690152382,Yes,No,4.829508378738963,70.1496686345766
2027-01-03,TCK01184,AGT0009,39472.87582998596,Yes,No,4.554413090326969,83.8120934882792
2027-01-04,TCK01184,AGT0009,39723.861317574934,Yes,No,4.801205762294903,70.686173676571
2027-01-05,TCK01184,AGT0009,93254.9025160301,Yes,No,4.561660767936452,81.28319353908603
2027-01-06,TCK01184,AGT0009,38801.98409986561,Yes,No,4.674410521374787,71.14196805674757
2027-01-07,TCK01184,AGT0009,103491.06707558205,Yes,No,4.589300186572497,76.23107526242116
2027-01-08,TCK01184,AGT0009,101077.5778591048,Yes,No,4.772891305779347,71.22798418976745
2027-01-09,TCK01184,AGT0009,34847.592750397336,Yes,No,4.46314145487978,73.79857074136363
2027-01-10,TCK01184,AGT0009,62592.55356566618,Yes,No,4.152721691581003,74.43689847229344
2027-01-11,TCK01184,AGT0009,55669.948705581184,Yes,No,4.82567141674191,81.20763421985693
2027-01-12,TCK01184,AGT0009,102578.21087394118,Yes,No,4.453879949594189,84.7924116544843
2027-01-13,TCK01184,AGT0009,52591.17762459382,Yes,No,4.671705054693522,80.72786580464289
2027-01-14,TCK01184,AGT0009,72651.55412030843,Yes,No,4.705630123536932,72.6767839090097
2027-01-15,TCK01184,AGT0009,50632.106443621255,Yes,No,4.774617577071687,78.03071006492702
2027-01-16,TCK01184,AGT0009,68058.75043345209,Yes,No,4.988169751215059,73.96530291383515
2027-01-17,TCK01184,AGT0009,48469.363945502526,Yes,No,3.857049652201673,67.7298844662234
2027-01-18,TCK01184,AGT0009,86737.1532454056,Yes,No,4.324571717634307,65.95904695586496
2027-01-19,TCK01184,AGT0009,91196.7771291698,Yes,No,3.92758348863452,65.75248193570877
2027-01-20,TCK01184,AGT0009,47744.59174516481,Yes,No,4.352438035933008,72.11731709479523
2027-01-21,TCK01184,AGT0009,12422.045333955146,Yes,No,4.345829280648354,71.60345502670354
2027-01-22,TCK01184,AGT0009,37882.54725289486,Yes,No,4.870828429081981,82.53477168449197
2027-01-23,TCK01184,AGT0009,64276.95104072436,Yes,No,4.488012492025725,77.70916830987166
2027-01-24,TCK01184,AGT0009,53822.58293134663,Yes,No,4.692044632710643,69.63632496351771
2027-01-25,TCK01184,AGT0009,66549.67010873843,Yes,No,4.874154536511586,71.9085597742135
2027-01-26,TCK01184,AGT0009,10663.920378281437,Yes,No,4.729311778422069,79.33043302300803
2027-01-27,TCK01184,AGT0009,104553.58336211275,Yes,No,4.286151968450908,78.56664290779572
2027-01-28,TCK01184,AGT0009,70072.33716910481,Yes,No,4.6328555215876674,76.15459294834247
2027-01-29,TCK01184,AGT0009,46311.48618611042,Yes,No,4.284265711945555,76.49879880804983
2027-01-30,TCK01184,AGT0009,66580.87047993907,Yes,No,4.794911772688029,79.29010402074263
2027-01-31,TCK01184,AGT0009,92615.32629664376,Yes,No,4.111539837602885,72.13635916503446
2027-02-01,TCK01184,AGT0009,18208.602372203863,Yes,No,4.589674560485957,77.58860114734212
2027-02-02,TCK01184,AGT0009,67894.82891169708,Yes,No,4.75379054509075,73.4723272206634
2027-02-03,TCK01184,AGT0009,51278.676735791334,Yes,No,4.51553317444569,74.7415503360514
2027-02-04,TCK01184,AGT0009,0.0,Yes,No,4.052661908231416,75.05836608009456
2027-02-05,TCK01184,AGT0009,42276.6892100965,Yes,No,4.588365405142158,75.54160901706094
2027-02-06,TCK01184,AGT0009,52617.350070238776,Yes,No,4.262440944495425,78.63039940364078
2027-02-07,TCK01184,AGT0009,36438.010184265666,Yes,No,4.868661060294983,84.12369207283936
2027-02-08,TCK01184,AGT0009,76435.85078213105,Yes,No,5.114052635288705,76.27840250465447
2027-02-09,TCK01184,AGT0009,41605.89717639769,Yes,No,4.920422264721906,71.8036115517908
2027-02-10,TCK01184,AGT0009,55429.07236597918,Yes,No,4.611115258570812,73.2452111728435
2027-02-11,TCK01184,AGT0009,28055.96600948016,Yes,No,4.324163376664806,83.87375849747005
2027-02-12,TCK01184,AGT0009,44364.9988794447,Yes,No,4.4704214087155645,72.071711989467
2027-02-13,TCK01184,AGT0009,51221.56096643774,Yes,No,4.698066816065313,66.03141599981792
2027-02-14,TCK01184,AGT0009,82654.08195246215,Yes,No,4.602581513676457,80.23675960575493
2027-02-15,TCK01184,AGT0009,76524.8668453971,Yes,No,4.7810601338966405,70.27427469605708
2027-02-16,TCK01184,AGT0009,71995.98566011208,Yes,No,4.910866410074096,78.13879518791953
2027-02-17,TCK01184,AGT0009,43091.35990846534,Yes,No,4.535663812472977,70.84579340033538
2027-02-18,TCK01184,AGT0009,83768.37018064767,Yes,No,4.830707179699908,72.92163712452327
2027-02-19,TCK01184,AGT0009,73105.75666712919,Yes,No,4.34162192754749,75.86232794496624
2027-02-20,TCK01184,AGT0009,85922.54070039386,Yes,No,4.653418345803869,78.70500892996834
2027-02-21,TCK01184,AGT0009,67580.85095495277,Yes,No,4.4367257915189215,77.22474168681673
2027-02-22,TCK01184,AGT0009,65523.47881814049,Yes,No,4.4573396832009715,76.58175420298527
2027-02-23,TCK01184,AGT0009,86715.69372408552,Yes,No,4.561393526808067,78.72198076142445
2027-02-24,TCK01184,AGT0009,28671.78416368387,Yes,No,4.537604794451795,76.96475119693038
2027-02-25,TCK01184,AGT0009,87951.22176875555,Yes,No,4.169264140399176,76.06044117478191
2027-02-26,TCK01184,AGT0009,33803.380782378954,Yes,No,4.993800674060434,78.09286473345493
2027-02-27,TCK01184,AGT0009,80811.80649671641,Yes,No,4.413157732280673,74.12242460607082
2027-02-28,TCK01184,AGT0009,95645.1823374732,Yes,No,4.6767412579370395,76.30277480839865
2027-03-01,TCK01184,AGT0009,40295.52886663578,Yes,No,4.584645228440919,72.54150656780305
2027-03-02,TCK01184,AGT0009,40171.182918404586,Yes,No,4.789255050282763,73.4869320172212
2027-03-03,TCK01184,AGT0009,41849.19725896295,Yes,No,4.333774199343292,75.83449193708627
2027-03-04,TCK01184,AGT0009,39194.73217848918,Yes,No,4.473988709099919,81.63311574747216
2027-03-05,TCK01184,AGT0009,68711.07797762803,Yes,No,4.640885506848712,73.57139191776885
2027-03-06,TCK01184,AGT0009,41584.69722545639,Yes,No,4.664534424630999,72.10533402360049
2027-03-07,TCK01184,AGT0009,65043.719318180265,Yes,No,4.724737913601978,68.51045370308961
2027-03-08,TCK01184,AGT0009,24599.37083880904,Yes,No,4.711303830034281,73.9931896871705
2027-03-09,TCK01184,AGT0009,51139.34991319472,Yes,No,4.158110380412595,74.35781388419886
2027-03-10,TCK01184,AGT0009,34691.74682855254,Yes,No,4.127758267466025,74.59495508489842
2027-03-11,TCK01184,AGT0009,7648.590645785633,Yes,No,4.684799879134738,73.22102546434004
2027-03-12,TCK01184,AGT0009,67632.31990048641,Yes,No,4.52689393655676,76.78226610654413
2027-03-13,TCK01184,AGT0009,53372.11504764538,Yes,No,4.806722402891956,77.42845659239094
2027-03-14,TCK01184,AGT0009,70940.2762547991,Yes,No,4.499861330226528,73.0440627455011
2027-03-15,TCK01184,AGT0009,37167.4411600002,Yes,No,4.649460344682895,79.35083930150876
2027-03-16,TCK01184,AGT0009,72.59084525640355,Yes,No,4.5573504275639625,73.57952014588166
2027-03-17,TCK01184,AGT0009,1048.0042933082805,Yes,No,4.700525847856362,73.24214442662449
2027-03-18,TCK01184,AGT0009,101609.68742820324,Yes,No,4.777916070746738,77.15629809828721
2027-03-19,TCK01184,AGT0009,67150.93943471083,Yes,No,4.14792681149068,77.21068416487132
2027-03-20,TCK01184,AGT0009,18547.92520146091,Yes,No,4.739866458355212,72.7059352282855
2027-03-21,TCK01184,AGT0009,52644.17380007247,Yes,No,4.80338693703006,78.64709620591023
2027-03-22,TCK01184,AGT0009,86755.76556122534,Yes,No,4.414421950076794,69.21221588792133
2027-03-23,TCK01184,AGT0009,37307.307219071845,Yes,No,4.483224422223771,74.46003716732744
2027-03-24,TCK01184,AGT0009,74277.4240298827,Yes,No,4.329582322433041,79.09520791260763
2027-03-25,TCK01184,AGT0009,48114.02549074028,Yes,No,4.768008290996169,77.41260467245935
2027-03-26,TCK01184,AGT0009,58295.07935402632,Yes,No,4.555719705184463,72.78860446905863
2027-03-27,TCK01184,AGT0009,105480.41586242044,Yes,No,4.724572760367521,81.2238350596421
2027-03-28,TCK01184,AGT0009,107929.66714529195,Yes,No,4.264387725412912,84.89521643772738
2027-03-29,TCK01184,AGT0009,30806.12945773399,Yes,No,5.216403620035805,73.78104162352794
2027-03-30,TCK01184,AGT0009,61121.16456779547,Yes,No,4.6158754420144215,73.59776298720342
2027-03-31,TCK01184,AGT0009,62925.6904141312,Yes,No,4.712201909048002,71.5660967017283
2027-04-01,TCK01184,AGT0009,78668.90730233947,Yes,No,4.507286436290576,72.59144904038632
2027-04-02,TCK01184,AGT0009,64866.540657108344,Yes,No,4.868061415714127,66.57910485733896
2027-04-03,TCK01184,AGT0009,22098.271678490964,Yes,No,5.188093570643948,79.20006329016141
2027-04-04,TCK01184,AGT0009,72167.15887872997,Yes,No,4.855894391544101,78.11253359151196
2027-04-05,TCK01184,AGT0009,30533.54130617113,Yes,No,4.622413314227282,78.45605037936458
2027-04-06,TCK01184,AGT0009,74784.80360066693,Yes,No,4.730081498886653,72.3872635686576
2027-04-07,TCK01184,AGT0009,43643.38776839231,Yes,No,4.546320089599089,77.97887681519158
2027-04-08,TCK01184,AGT0009,90226.11204140984,Yes,No,4.594803304402453,65.46384008779629
2027-04-09,TCK01184,AGT0009,55281.017540409826,Yes,No,4.734164410852843,74.51733685564903
2027-04-10,TCK01184,AGT0009,56420.89413329418,Yes,No,4.483661353379635,86.76191580549289
2027-04-11,TCK01184,AGT0009,77396.59875854946,Yes,No,4.748650454491815,76.42477672727671
2027-04-12,TCK01184,AGT0009,64754.51899029952,Yes,No,4.591869514962301,70.84338364033844
2027-04-13,TCK01184,AGT0009,74309.27274202401,Yes,No,4.984664678821023,66.07385421887376
2027-04-14,TCK01184,AGT0009,54719.13993393742,Yes,No,4.542777368011099,78.81406088401837
2027-04-15,TCK01184,AGT0009,61475.37163983343,Yes,No,4.56115542341725,71.72128671437916
2027-04-16,TCK01184,AGT0009,77482.95933469028,Yes,No,4.249206850467877,80.1915755198231
2027-04-17,TCK01184,AGT0009,42165.542195927526,Yes,No,4.536633226624331,77.59893344066523
2027-04-18,TCK01184,AGT0009,45370.434970433635,Yes,No,4.404911431953889,77.39510665809976
2027-04-19,TCK01184,AGT0009,62871.96479905161,Yes,No,4.710939816259983,83.46250813624846
2027-04-20,TCK01184,AGT0009,30147.60051247946,Yes,No,5.462454303117289,76.74888557380528
2027-04-21,TCK01184,AGT0009,14735.483326542955,Yes,No,4.842991388510753,82.13734255695718
2027-04-22,TCK01184,AGT0009,84488.9390130008,Yes,No,4.716806206754408,73.49438536760954
2027-04-23,TCK01184,AGT0009,58041.564332734866,Yes,No,4.564921966188186,65.41709307400806
2027-04-24,TCK01184,AGT0009,107399.36698717569,Yes,No,4.299872983843379,73.56004945427091
2027-04-25,TCK01184,AGT0009,37683.85129595776,Yes,No,4.2209864844237455,75.51120008448073
2027-04-26,TCK01184,AGT0009,96012.92294344756,Yes,No,4.628818223988816,77.38911928937085
2027-04-27,TCK01184,AGT0009,72114.33035114821,Yes,No,4.5546520491707065,81.10209823414917
2027-04-28,TCK01184,AGT0009,46385.642234608895,Yes,No,4.504871809513443,63.73888639771533
2027-04-29,TCK01184,AGT0009,59703.89043094552,Yes,No,4.3909941538555675,81.34681891866919
2027-04-30,TCK01184,AGT0009,93712.01417290368,Yes,No,4.947007305760929,72.6862217858019
2027-05-01,TCK01184,AGT0009,29873.07975501748,Yes,No,4.583343843722705,77.02760766783247
2027-05-02,TCK01184,AGT0009,41877.69393770729,Yes,No,3.9958581715397137,75.46933719301444
2027-05-03,TCK01184,AGT0009,118154.606253735,Yes,No,4.818813028762304,75.02330076915374
2027-05-04,TCK01184,AGT0009,36653.552563028425,Yes,No,4.650091311448863,80.09657536671196
2027-05-05,TCK01184,AGT0009,72663.35846313482,Yes,No,4.389972885497946,80.36921452232018
2027-05-06,TCK01184,AGT0009,25128.271706994303,Yes,No,5.196980275614054,72.99888282802742
2027-05-07,TCK01184,AGT0009,74800.74695171908,Yes,No,5.353869683401804,77.89873987126549
2027-05-08,TCK01184,AGT0009,85886.39409318441,Yes,No,4.119956431786569,73.29110259730541
2027-05-09,TCK01184,AGT0009,47823.80685796832,Yes,No,4.477269066159706,71.45718608773201
2027-05-10,TCK01184,AGT0009,20525.75618247142,Yes,No,4.824548075147374,80.11204474429555
2027-05-11,TCK01184,AGT0009,34826.86524827228,Yes,No,4.78991265557566,75.40479968328931
2027-05-12,TCK01184,AGT0009,17825.667880971516,Yes,No,4.433882058134777,75.60097112882256
2027-05-13,TCK01184,AGT0009,31456.50219989117,Yes,No,4.557830125246714,80.61438418695137
2027-05-14,TCK01184,AGT0009,41174.314736989785,Yes,No,4.191066398187555,75.17457743071208
2027-05-15,TCK01184,AGT0009,24156.13975136431,Yes,No,4.420433195417582,69.57148891156508
2027-05-16,TCK01184,AGT0009,88839.46868706812,Yes,No,4.61197012375932,70.01234173953426
2027-05-17,TCK01184,AGT0009,26601.754168006268,Yes,No,4.406535818484227,78.65145731285745
2027-05-18,TCK01184,AGT0009,70264.6507883973,Yes,No,4.467852337106879,73.35842720568384
2027-05-19,TCK01184,AGT0009,65396.976131612646,Yes,No,4.324055473246147,76.10476071121458
2027-05-20,TCK01184,AGT0009,70635.03000899326,Yes,No,4.443129858756043,70.58097023890838
2027-05-21,TCK01184,AGT0009,78009.56112323784,Yes,No,4.531915539822501,72.01314218553412
2027-05-22,TCK01184,AGT0009,68952.1935674944,Yes,No,4.408237226308363,66.74774340314544
2027-05-23,TCK01184,AGT0009,124815.129058467,Yes,No,4.847898890927796,68.9319398527573
2027-05-24,TCK01184,AGT0009,85727.19526777617,Yes,No,4.772116607104692,72.77909663317766
2027-05-25,TCK01184,AGT0009,38088.85120447183,Yes,No,4.161286205303563,77.3766733060472
2027-05-26,TCK01184,AGT0009,67344.12695962425,Yes,No,4.581089999493195,76.77055744191004
2027-05-27,TCK01184,AGT0009,99384.15867985948,Yes,No,5.084739170787196,71.19344612685971
2027-05-28,TCK01184,AGT0009,13337.022162732172,Yes,No,4.262842356059814,81.29844836161355
2027-05-29,TCK01184,AGT0009,73272.57879966125,Yes,No,4.724166108648072,70.25168248431966
2027-05-30,TCK01184,AGT0009,25665.20107956606,Yes,No,4.053526742612689,72.37762032723785
2027-05-31,TCK01184,AGT0009,42747.89200975603,Yes,No,4.234241252473569,78.38172485856238
2027-06-01,TCK01184,AGT0009,67735.08973944928,Yes,No,4.32376929963373,79.01893305365107
2027-06-02,TCK01184,AGT0009,76828.4119537968,Yes,No,4.835277536834249,70.14994232477838
2027-06-03,TCK01184,AGT0009,27351.226149576283,Yes,No,4.652675254374296,73.12581135652024
2027-06-04,TCK01184,AGT0009,56307.28931346594,Yes,No,4.628309923972693,75.01103291628293
2027-06-05,TCK01184,AGT0009,84696.01588553154,Yes,No,4.475267319225372,70.84275874732764
2027-06-06,TCK01184,AGT0009,54722.88214119713,Yes,No,4.587344547674779,71.4856733114047
2027-06-07,TCK01184,AGT0009,61340.250763691976,Yes,No,4.396061705139015,69.17093080040219
2027-06-08,TCK01184,AGT0009,25213.664450990473,Yes,No,4.668268172135382,70.7897122059625
2027-06-09,TCK01184,AGT0009,102146.70958794712,Yes,No,4.88365529045306,80.85989948297667
2027-06-10,TCK01184,AGT0009,70253.75012138364,Yes,No,4.813708392295609,70.20158553528299
2027-06-11,TCK01184,AGT0009,14040.69523317834,Yes,No,4.659494317360513,79.87567150767568
2027-06-12,TCK01184,AGT0009,85555.12265421069,Yes,No,4.3273385203423205,79.16136901249233
2027-06-13,TCK01184,AGT0009,6941.7173211936315,Yes,No,4.300669849207501,69.65858719080788
2027-06-14,TCK01184,AGT0009,96488.81414693236,Yes,No,5.15622603959584,70.70039366328433
2027-06-15,TCK01184,AGT0009,52907.14610664619,Yes,No,4.39894170527624,79.8755940332309
2027-06-16,TCK01184,AGT0009,56116.93930803987,Yes,No,4.800571546895583,87.38084053223584
2027-06-17,TCK01184,AGT0009,64561.31646653801,Yes,No,4.717391337904414,73.35018711057445
2027-06-18,TCK01184,AGT0009,66336.10837041226,Yes,No,4.895874893889509,76.00721717844559
2027-06-19,TCK01184,AGT0009,87284.51342228382,Yes,No,5.019452331141664,68.92356923031217
2027-06-20,TCK01184,AGT0009,34779.944646620104,Yes,No,4.3232747730802,78.30466099747824
2027-06-21,TCK01184,AGT0009,21260.9867884309,Yes,No,4.352322251643849,78.43480223216437
2027-06-22,TCK01184,AGT0009,15201.905905665684,Yes,No,4.257541843398316,66.32615609990206
2027-06-23,TCK01184,AGT0009,58364.8829826717,Yes,No,4.308990649467424,71.50455803855947
